MIM Number	Approved Gene Symbol	Phenotypes
610471	VASH2	
619001	ANGEL2	
617517	RPS6KC1	
614635	LINC00538	
601546	PROX1	
610663	SMYD2	
603155	PTPN14	Choanal atresia and lymphedema, 613611 (3), Autosomal recessive
610836		{Autism susceptibility 11}, 610836 (2)
612530		Chromosome 1q41-q42 deletion syndrome, 612530 (4), Isolated cases
615589		Otosclerosis 10, 615589 (2), Autosomal dominant
600332		Rippling muscle disease-1, 600332 (2), Autosomal dominant
600236	CENPF	Stromme syndrome, 243605 (3), Autosomal recessive
603219	KCNK2	
613272	KCTD3	
608400	USH2A	Usher syndrome, type 2A, 276901 (3), Autosomal recessive; Retinitis pigmentosa 39, 613809 (3), Autosomal recessive
602969	ESRRG	
616836	GPATCH2	
611032	SPATA17	
611193	RRP15	
190220	TGFB2	Loeys-Dietz syndrome 4, 614816 (3), Autosomal dominant
616548	LYPLAL1	
611146	SLC30A10	Hypermanganesemia with dystonia 1, 613280 (3), Autosomal recessive
138295	EPRS1	Leukodystrophy, hypomyelinating, 15, 617951 (3), Autosomal recessive
604053	BPNT1	
612801	IARS2	Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia, 616007 (3), Autosomal recessive
610943	MIR215	
610940	MIR194-1	
609275	RAB3GAP2	Martsolf syndrome 1, 212720 (3), Autosomal recessive; Warburg micro syndrome 2, 614225 (3), Autosomal recessive
606511	MARK1	
614127	MTARC2	
614126	MTARC1	
142995	HLX	
608867	DUSP10	
620214	HHIPL2	
604903	TAF1A	
613455	MIA3	?Ondontochondrodysplasia 2 with hearing loss and diabetes, 619269 (3), Autosomal recessive
612375	AIDA	
607502	DISP1	
603031	TLR5	{Melioidosis, susceptibility to}, 615557 (3), Autosomal dominant; {Systemic lupus erythematosus, susceptibility to, 1}, 601744 (3); {Systemic lupus erythematosus, resistance to}, 601744 (3); {Legionnaire disease, susceptibility to}, 608556 (3)
615827	SUSD4	
618777	CAPN8	
114230	CAPN2	
602143	TP53BP2	
613058		{Basal cell carcinoma, susceptibility to, 2}, 613058 (2)
606554		Episodic ataxia, type 3, 606554 (2), Autosomal dominant
143025	HRES1	
604801		Muscular dystrophy, congenital, 1B, 604801 (2), Autosomal recessive
170000	PEPC	
180420		
609100	FBXO28	Developmental and epileptic encephalopathy 100, 619777 (3), Autosomal dominant
615843	DEGS1	Leukodystrophy, hypomyelinating, 18, 618404 (3), Autosomal recessive
602426	NVL	
617483	CNIH4	
617424	WDR26	Skraban-Deardorff syndrome, 617616 (3), Autosomal dominant
603341	DNAH14	
600024	LBR	Pelger-Huet anomaly, 169400 (3), Autosomal dominant; ?Reynolds syndrome, 613471 (3), Autosomal dominant; Rhizomelic skeletal dysplasia with or without Pelger-Huet anomaly, 618019 (3), Autosomal recessive; Greenberg skeletal dysplasia, 215140 (3), Autosomal recessive
609061	ENAH	
600707	SRP9	
132810	EPHX1	
618685	TMEM63A	Leukodystrophy, hypomyelinating, 19, transient infantile, 618688 (3), Autosomal dominant
603037	LEFTY1	
616406	PYCR2	Leukodystrophy, hypomyelinating, 10, 616420 (3), Autosomal recessive
601877	LEFTY2	
620743	SDE2	
601128	H3-3A	Bryant-Li-Bhoj neurodevelopmental syndrome 1, 619720 (3), Autosomal dominant
606809	ACBD3	
609852	MIXL1	
609375	LIN9	
173870	PARP1	
147522	ITPKB	
600759	PSEN2	Alzheimer disease-4, 606889 (3), Autosomal dominant; Cardiomyopathy, dilated, 1V, 613697 (3), Autosomal dominant
606980	COQ8A	Coenzyme Q10 deficiency, primary, 4, 612016 (3), Autosomal recessive
603412	CDC42BPA	
619659	SNAP47	
602863	WNT9A	
606359	WNT3A	
103180	ARF1	Periventricular nodular heterotopia 8, 618185 (3), Autosomal dominant
611859	MRPL55	
139270	GUK1	
608803	GJC2	Lymphatic malformation 3, 613480 (3), Autosomal dominant; ?Spastic paraplegia 44, autosomal recessive, 613206 (3), Autosomal recessive; Leukodystrophy, hypomyelinating, 2, 608804 (3), Autosomal recessive
615316	IBA57	Multiple mitochondrial dysfunctions syndrome 3, 615330 (3), Autosomal recessive; ?Spastic paraplegia 74, autosomal recessive, 616451 (3), Autosomal recessive
608616	OBSCN	{Rhabdomyolysis, susceptibility to, 1}, 620235 (3), Autosomal recessive
607868	TRIM11	
606123	TRIM17	
602820	H3-4	
615015	H2AC25	
615046	H2BC26	
613754	RNF187	
606366	RHOU	
179511	RAB4A	
616762	CCSAP	
102610	ACTA1	Congenital myopathy 2B, severe infantile, autosomal recessive, 620265 (3), Autosomal recessive; ?Myopathy, scapulohumeroperoneal, 616852 (3), Autosomal dominant; Congenital myopathy 2C, severe infantile, autosomal dominant, 620278 (3), Autosomal dominant; Congenital myopathy 2A, typical, autosomal dominant, 161800 (3), Autosomal dominant
607613	NUP133	?Galloway-Mowat syndrome 8, 618349 (3), Autosomal recessive; Nephrotic syndrome, type 18, 618177 (3), Autosomal recessive
605454	ABCB10	
619372	URB2	
602274	GALNT2	Congenital disorder of glycosylation, type IIt, 618885 (3), Autosomal recessive
616791	PGBD5	
602759		{Prostate cancer, susceptibility to}, 602759 (2)
119100		Split-hand/foot malformation with long bone deficiency 1, 119100 (2), Autosomal dominant
606974	COG2	?Congenital disorder of glycosylation, type IIq, 617395 (3), Autosomal recessive
106150	AGT	Renal tubular dysgenesis, 267430 (3), Autosomal recessive; {Preeclampsia, susceptibility to} (3); {Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial
606401	CAPN9	
611647	ARV1	Developmental and epileptic encephalopathy 38, 617020 (3), Autosomal recessive
610584	TRIM67	
602744	GNPAT	Rhizomelic chondrodysplasia punctata, type 2, 222765 (3), Autosomal recessive
615283	EXOC8	?Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy, 619076 (3), Autosomal recessive
616086	SPRTN	Ruijs-Aalfs syndrome, 616200 (3), Autosomal recessive
606425	EGLN1	Erythrocytosis, familial, 3, 609820 (3), Autosomal dominant; [Hemoglobin, high altitude adaptation], 609070 (3), Autosomal dominant
602964	TSNAX	
605210	DISC1	{Schizophrenia 9, susceptibility to}, 604906 (3)
606271	DISC2	Schizophrenia, 181500 (2), Autosomal dominant
611609	SIPA1L2	
618551	MAP10	
617656	PCNX2	
614793	MAP3K21	
601745	KCNK1	
614772	COA6	Mitochondrial complex IV deficiency, nuclear type 13, 616501 (3), Autosomal recessive
605052	TARBP1	
615332	IRF2BP2	?Immunodeficiency, common variable, 14, 617765 (3), Autosomal dominant
601848	TOMM20	
619915	RBM34	
609696	ARID4B	
606982	GGPS1	Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome, 619518 (3), Autosomal recessive
604934	TBCE	Kenny-Caffey syndrome, type 1, 244460 (3), Autosomal recessive; Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3), Autosomal recessive; Encephalopathy, progressive, with amyotrophy and optic atrophy, 617207 (3), Autosomal recessive
610194	B3GALNT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 11, 615181 (3), Autosomal recessive
604388	GNG4	
606897	LYST	Chediak-Higashi syndrome, 214500 (3), Autosomal recessive
131390	NID1	
604658	GPR137B	
615437	ERO1B	
606603	EDARADD	Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive, 614941 (3), Autosomal recessive; Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant, 614940 (3), Autosomal dominant
612433		Deafness, autosomal recessive 45, 612433 (2), Autosomal recessive
606099	LGALS8	
620390	HEATR1	
102573	ACTN2	Myopathy, distal, 6, adult onset, 618655 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 23, with or without LVNC, 612158 (3), Autosomal dominant; Congenital myopathy 8, 618654 (3), Autosomal dominant; Cardiomyopathy, dilated, 1AA, with or without LVNC, 612158 (3), Autosomal dominant
156570	MTR	{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3), Autosomal recessive; Homocystinuria-megaloblastic anemia, cblG complementation type, 250940 (3), Autosomal recessive
180902	RYR2	Ventricular tachycardia, catecholaminergic polymorphic, 1, 604772 (3), Autosomal dominant; Ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome, 115000 (3), Autosomal dominant
613514	ZP4	
118494	CHRM3	Prune belly syndrome, 100100 (3), Autosomal recessive
606373	FMN2	Intellectual developmental disorder, autosomal recessive 47, 616193 (3), Autosomal recessive
608832	GREM2	Tooth agenesis, selective, 9, 617275 (3), Autosomal dominant
602517	RGS7	
136850	FH	Leiomyomatosis and renal cell cancer, 150800 (3), Autosomal dominant; Fumarase deficiency, 606812 (3), Autosomal recessive
603538	KMO	
606695	OPN3	
118825	CHML	
606063	EXO1	
615687	BECN2	
609605	MAP1LC3C	
613023	CEP170	
613524	SDCCAG8	Senior-Loken syndrome 7, 613615 (3), Autosomal recessive; Bardet-Biedl syndrome 16, 615993 (3), Autosomal recessive
611223	AKT3	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2, 615937 (3), Autosomal dominant
608433	ZBTB18	Intellectual developmental disorder, autosomal dominant 22, 612337 (3), Autosomal dominant
103060	ADSS2	
617510	CATSPERE	
614638	DESI2	
614698	COX20	Mitochondrial complex IV deficiency, nuclear type 11, 619054 (3), Autosomal recessive
602869	HNRNPU	Developmental and epileptic encephalopathy 54, 617391 (3), Autosomal dominant
619617	EFCAB2	
614026	KIF26B	
608783	SMYD3	
607055	TFB2M	
613439	CNST	
620831	SCCPDH	
610853	AHCTF1	
616348	ZNF695	
194631	ZNF124	
613911	ZNF496	
606416	NLRP3	CINCA syndrome, 607115 (3), Autosomal dominant; Familial cold inflammatory syndrome 1, 120100 (3), Autosomal dominant; Keratoendothelitis fugax hereditaria, 148200 (3), Autosomal dominant; Deafness, autosomal dominant 34, with or without inflammation, 617772 (3), Autosomal dominant; Muckle-Wells syndrome, 191900 (3), Autosomal dominant
611677	OR13G1	
620527	TRIM58	
616729	OR2W3	
618509	OR2M7	
618516	OR14I1	
617067	LYPD8	
620652	SH3BP5L	
617758	ZNF692	
612396	ALLC	
115800		Cataract 29, coralliform, 115800 (2), Autosomal dominant
602134		Essential tremor, hereditary, 2, 602134 (2), Autosomal dominant
607329		{Hypertension, essential, susceptibility to, 3}, 145500 (2), Multifactorial
609402		Preeclampsia/eclampsia 2, 609402 (2)
101850		?Keratoderma, palmoplantar, punctate type 3, 101850 (2), Autosomal dominant
611395	FAM110C	
617314	SH3YL1	
171500	ACP1	
619671	ALKAL2	
613220	TMEM18	
608715	SNTG2	
606765	TPO	Thyroid dyshormonogenesis 2A, 274500 (3), Autosomal recessive
605158	PXDN	Anterior segment dysgenesis 7, with sclerocornea, 269400 (3), Autosomal recessive
613084	MYT1L	Intellectual developmental disorder, autosomal dominant 39, 616521 (3), Autosomal dominant
608998	EIPR1	
614139	TRAPPC12	Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, 617669 (3), Autosomal recessive
613400	ADI1	
604123	RNASEH1	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2, 616479 (3), Autosomal recessive
603658	RPS7	Diamond-Blackfan anemia 8, 612563 (3), Autosomal dominant
612502	COLEC11	3MC syndrome 2, 265050 (3), Autosomal recessive
600898	SOX11	Intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism, 615866 (3), Autosomal dominant
620418	NRIR	
611787	CMPK2	
607810	RSAD2	
609946		Deafness, neurosensory, autosomal recessive 47, 609946 (2), Autosomal recessive
619454	RNF144A	
600386	ID2	
615759	KIDINS220	Spastic paraplegia, intellectual disability, nystagmus, and obesity, 617296 (3), Autosomal dominant; Ventriculomegaly and arthrogryposis, 619501 (3), Autosomal recessive
611949	MBOAT2	
603817	ASAP2	
607153	ITGB1BP1	
606029	CPSF3	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures, 619876 (3), Autosomal recessive
603639	ADAM17	?Inflammatory skin and bowel disease, neonatal, 1, 614328 (3), Autosomal recessive
609009	YWHAQ	
604904	TAF1B	
609786	GRHL1	
603301	KLF11	Maturity-onset diabetes of the young, type VII, 610508 (3)
618713	CYS1	
180390	RRM2	
600207	HPCAL1	
165640	ODC1	Bachmann-Bupp syndrome, 619075 (3), Autosomal dominant
616197	NOL10	
618070	ATP6V1C2	
611099	PDIA6	
603787	KCNF1	
604002	ROCK2	
602944	E2F6	
611736	GREB1	
605538	NTSR2	
605518	LPIN1	Myoglobinuria, acute recurrent, autosomal recessive, 268200 (3), Autosomal recessive
610760		[Cholesterol level QTL 2], 610760 (2)
609800		Generalized epilepsy with febrile seizures plus, type 4, 609800 (2), Autosomal dominant
609271		Keratoconus 4, 609271 (2)
609462	TRIB2	
611234	LRATD1	
608025	NBAS	Short stature, optic nerve atrophy, and Pelger-Huet anomaly, 614800 (3), Autosomal recessive; Infantile liver failure syndrome 2, 616483 (3), Autosomal recessive
601257	DDX1	
615968	MYCNUT	
605374	MYCNOS	
164840	MYCN	Feingold syndrome 1, 164280 (3), Autosomal dominant; Megalencephaly-polydactyly syndrome, 620748 (3), Autosomal dominant
616132	GACAT3	
600817	VSNL1	
609387	SMC6	
612449	GEN1	
612209	MSGN1	
603888	KCNS3	
616796	RDH14	
610526	NT5C1B	
608891	OSR1	
613602	WDR35	Short-rib thoracic dysplasia 7 with or without polydactyly, 614091 (3), Autosomal recessive; Cranioectodermal dysplasia 2, 613610 (3), Autosomal recessive
602109	MATN3	{Osteoarthritis susceptibility 2}, 140600 (3), Autosomal dominant; Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type, 608728 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 5, 607078 (3), Autosomal dominant
618837	LAPTM4A	
186355	SDC1	
607205	PUM2	
165370	RHOB	
609359	HS1BP3	
604651	GDF7	
613570	LDAH	
107730	APOB	Hypercholesterolemia, familial, 2, 144010 (3), Autosomal dominant; Hypobetalipoproteinemia, 615558 (3), Autosomal recessive
615347	ATAD2B	
609955		Fibromatosis, gingival, 3, 609955 (2)
617845	MFSD2B	
616234	WDCP	
600620	FKBP1B	
607835	SF3B6	
605171	TP53I3	
620046	PFN4	
604464	ITSN2	
602691	NCOA1	
617342	PTRHD1	Neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities, 620747 (3), Autosomal recessive
611504	CENPO	
600291	ADCY3	{Obesity, susceptibility to, BMIQ19}, 617885 (3), Autosomal recessive
613527	DNAJC27	
616797	EFR3B	
176830	POMC	{Obesity, early-onset, susceptibility to}, 601665 (3), Autosomal dominant, Multifactorial, Autosomal recessive; Obesity, adrenal insufficiency, and red hair due to POMC deficiency, 609734 (3), Autosomal recessive
602769	DNMT3A	Tatton-Brown-Rahman syndrome, 615879 (3), Autosomal dominant; Acute myeloid leukemia, somatic, 601626 (3); Heyn-Sproul-Jackson syndrome, 618724 (3), Autosomal dominant
602415	DTNB	
612991	ASXL2	Shashi-Pena syndrome, 617190 (3), Autosomal dominant
602845	KIF3C	
612672	RAB10	
617999	GAREM2	
600890	HADHA	HELLP syndrome, maternal, of pregnancy, 609016 (3), Autosomal recessive; LCHAD deficiency, 609016 (3), Autosomal recessive; Mitochondrial trifunctional protein deficiency 1, 609015 (3), Autosomal recessive; Fatty liver, acute, of pregnancy, 609016 (3), Autosomal recessive
143450	HADHB	Mitochondrial trifunctional protein deficiency 2, 620300 (3)
620873	ADGRF3	
607915	SELENOI	Spastic paraplegia 81, autosomal recessive, 618768 (3), Autosomal recessive
615288	DRC1	Spermatogenic failure 80, 620222 (3), Autosomal recessive; Ciliary dyskinesia, primary, 21, 615294 (3), Autosomal recessive
603681	OTOF	Auditory neuropathy, autosomal recessive, 1, 601071 (3), Autosomal recessive; Deafness, autosomal recessive 9, 601071 (3), Autosomal recessive
610646	CIB4	
603220	KCNK3	Pulmonary hypertension, primary, 4, 615344 (3), Autosomal dominant
619667	SLC35F6	
117139	CENPA	
608383	DPYSL5	Ritscher-Schinzel syndrome 4, 619435 (3), Autosomal dominant
605788	MAPRE3	
615301	TMEM214	
615900	AGBL5	Retinitis pigmentosa 75, 617023 (3), Autosomal recessive
618932	OST4	
130660	EMILIN1	Neuronopathy, distal hereditary motor, autosomal dominant 10, 620080 (3), Autosomal dominant
614058	KHK	?[Fructosuria, essential], 229800 (3), Autosomal recessive
606137	CGREF1	
612195	ABHD1	
606395	PREB	
609635	TCF23	
604024	SLC5A6	Sodium-dependent multivitamin transporter deficiency, 618973 (3), Autosomal recessive; Peripheral motor neuropathy, childhood-onset, biotin-responsive, 619903 (3), Autosomal recessive
619682	ATRAID	
114010	CAD	Developmental and epileptic encephalopathy 50, 616457 (3), Autosomal recessive
602878	SLC30A3	
613946	DNAJC5G	
606474	TRIM54	
600945	UCN	
137960	MPV17	Charcot-Marie-Tooth disease, axonal, type 2EE, 618400 (3), Autosomal recessive; Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 (3), Autosomal recessive
604883	GTF3C2	
606687	EIF2B4	Leukoencephalopathy with vanishing white matter 4, with or without ovarian failure, 620314 (3), Autosomal recessive
605963	SNX17	
613598	ZNF513	?Retinitis pigmentosa 58, 613617 (3), Autosomal recessive
605119	PPM1G	
606010	NRBP1	
619261	KRTCAP3	
607386	IFT172	Retinitis pigmentosa 71, 616394 (3), Autosomal recessive; Bardet-Biedl syndrome 20, 619471 (3), Autosomal recessive; Short-rib thoracic dysplasia 10 with or without polydactyly, 615630 (3), Autosomal recessive
611905	FNDC4	
600842	GCKR	[Fasting plasma glucose level QTL 5], 613463 (3)
611479	GPN1	
612762	SUPT7L	
602655	SLC4A1AP	
610059	MRPL33	
611132	RBKS	
610497	BABAM2	
601575	FOSL2	Aplasia cutis-enamel dysplasia syndrome, 620789 (3), Autosomal dominant
610179	PLB1	
600590	PPP1CB	Noonan syndrome-like disorder with loose anagen hair 2, 617506 (3), Autosomal dominant
614029	SPDYA	
619404	TRMT61B	
616195	WDR43	
613425	PCARE	Retinitis pigmentosa 54, 613428 (3), Autosomal recessive
105590	ALK	{Neuroblastoma, susceptibility to, 3}, 613014 (3)
609726	YPEL5	
611763	LBH	
614241	LCLAT1	
610228	CAPN13	
608225	GALNT14	
610229	CAPN14	
605891	EHD3	
607633	XDH	Xanthinuria, type I, 278300 (3), Autosomal recessive
607306	SRD5A2	Pseudovaginal perineoscrotal hypospadias, 264600 (3), Autosomal recessive
114580		Candidiasis, familial, 1, autosomal dominant, 114580 (2), Autosomal dominant
611786	MEMO1	
612032	DPY30	
604277	SPAST	Spastic paraplegia 4, autosomal dominant, 182601 (3), Autosomal dominant
611148	SLC30A6	
606831	NLRC4	?Familial cold autoinflammatory syndrome 4, 616115 (3), Autosomal dominant; Autoinflammation with infantile enterocolitis, 616050 (3), Autosomal dominant
617534	YIPF4	
605638	BIRC6	
616473	MIR558	
150390	LTBP1	Cutis laxa, autosomal recessive, type IIE, 619451 (3), Autosomal recessive
609531	RASGRP3	
602499		Macrophthalmia, colobomatous, with microcornea, 602499 (4), Autosomal dominant
606189	CRIM1	
604826	FEZ2	
617693	VIT	
614765	STRN	
619627	HEATR5B	
176871	EIF2AK2	Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome, 618877 (3), Autosomal dominant; Dystonia 33, 619687 (3), Autosomal dominant, Autosomal recessive
617152	SULT6B1	
612828	CEBPZ	
615898	NDUFAF7	
607077	PRKD3	
607065	QPCT	
606133	CDC42EP3	
611872	RMDN2	
601771	CYP1B1	Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset, 231300 (3), Autosomal recessive; Anterior segment dysgenesis 6, multiple subtypes, 617315 (3), Autosomal recessive
609368	ATL2	
614227		Hyperuricemic nephropathy, familial juvenile, 3, 614227 (2), Autosomal dominant
611208	HNRNPLL	
137030	GALM	Galactosemia IV, 618881 (3), Autosomal recessive
600572	SRSF7	
607006	GEMIN6	
182530	SOS1	Noonan syndrome 4, 610733 (3), Autosomal dominant; ?Fibromatosis, gingival, 1, 135300 (3), Autosomal dominant
604921	MAP4K3	
611751	THUMPD2	
182305	SLC8A1	
606407		Hypotonia-cystinuria syndrome, 606407 (4), Autosomal recessive
615654		Deafness, autosomal dominant 58, 615654 (4), Autosomal dominant
601694		[Leptin serum levels QTL1], 601694 (2)
614150	PKDCC	Rhizomelic limb shortening with dysmorphic features, 618821 (3), Autosomal recessive
607442	EML4	
605771	COX7A2L	
606767	KCNG3	
609050	MTA3	
620064	OXER1	
604521	HAAO	Vertebral, cardiac, renal, and limb defects syndrome 1, 617660 (3), Autosomal recessive
612053	ZFP36L2	Oocyte/zygote/embryo maturation arrest 13, 620154 (3), Autosomal recessive
611800	THADA	
612723	PLEKHH2	
617083	DYNC2LI1	Short-rib thoracic dysplasia 15 with polydactyly, 617088 (3), Autosomal recessive
605459	ABCG5	Sitosterolemia 2, 618666 (3), Autosomal recessive
605460	ABCG8	Sitosterolemia 1, 210250 (3), Autosomal recessive; {Gallbladder disease 4}, 611465 (3)
607544	LRPPRC	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian), 220111 (3), Autosomal recessive
603770	PPM1B	
104614	SLC3A1	Cystinuria, 220100 (3), Autosomal dominant, Autosomal recessive
609557	PREPL	Myasthenic syndrome, congenital, 22, 616224 (3), Autosomal recessive
609559	CAMKMT	
603714	SIX3	Schizencephaly, 269160 (3); Holoprosencephaly 2, 157170 (3), Autosomal dominant
604994	SIX2	
176975	PRKCE	
603349	EPAS1	Erythrocytosis, familial, 4, 611783 (3), Autosomal dominant
617385	ATP6V1E2	
605857	RHOQ	
600153	PIGF	Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome, 619356 (3), Autosomal recessive
604594	CRIPT	Rothmund-Thomson syndrome, type 3, 615789 (3), Autosomal recessive
607094	SOCS5	
607788	MCFD2	Factor V and factor VIII, combined deficiency of, 613625 (3)
609332	TTC7A	Gastrointestinal defects and immunodeficiency syndrome, 243150 (3), Autosomal recessive
114182	CALM2	Long QT syndrome 15, 616249 (3), Autosomal dominant
606089	BCYRN1	
185535	EPCAM	Diarrhea 5, with tufting enteropathy, congenital, 613217 (3), Autosomal recessive; Lynch syndrome 8, 613244 (3), Autosomal dominant
609309	MSH2	Lynch syndrome 1, 120435 (3), Autosomal dominant; Muir-Torre syndrome, 158320 (3), Autosomal dominant; Mismatch repair cancer syndrome 2, 619096 (3), Autosomal recessive
609958		{Asthma-related traits, susceptibility to, 3}, 609958 (2)
605244		Carney complex, type II, 605244 (2)
604254		{Dyslexia, susceptibility to, 3}, 604254 (2)
613549		{Stature QTL 24}, 613549 (2)
607366	KCNK12	
600678	MSH6	Lynch syndrome 5, 614350 (3), Autosomal dominant; Mismatch repair cancer syndrome 3, 619097 (3), Autosomal recessive; {Endometrial cancer, familial}, 608089 (3), Autosomal dominant, Somatic mutation
607871	FBXO11	Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities, 618089 (3), Autosomal dominant
143089	FOXN2	
618159	PPP1R21	Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities, 619383 (3), Autosomal recessive
605357	STON1	
605358	GTF2A1L	
152790	LHCGR	Leydig cell adenoma, somatic, with precocious puberty, 176410 (3); Leydig cell hypoplasia with pseudohermaphroditism, 238320 (3), Autosomal recessive; Leydig cell hypoplasia with hypergonadotropic hypogonadism, 238320 (3), Autosomal recessive; Luteinizing hormone resistance, female, 238320 (3), Autosomal recessive; Precocious puberty, male, 176410 (3), Autosomal dominant
136435	FSHR	Ovarian response to FSH stimulation, 276400 (3), Autosomal recessive; Ovarian hyperstimulation syndrome, 608115 (3), Autosomal dominant; Ovarian dysgenesis 1, 233300 (3), Autosomal recessive
600565	NRXN1	Pitt-Hopkins-like syndrome 2, 614325 (3), Autosomal recessive; {Schizophrenia, susceptibility to, 17}, 614332 (3)
605760	ASB3	
617446	CHAC2	
611229	ERLEC1	
606704	GPR75	
607705	PSME4	
102595	ACYP2	
182790	SPTBN1	Developmental delay, impaired speech, and behavioral abnormalities, 619475 (3), Autosomal dominant
612513		Chromosome 2p16.1-p15 deletion syndrome, 612513 (4), Isolated cases
142335		[Fetal hemoglobin QTL5], 142335 (2), Autosomal dominant
604475	RTN4	
191343	RPS27A	
603766	MTIF2	
609736	CCDC88A	?PEHO syndrome-like, 617507 (3), Autosomal recessive
610352	PPP4R3B	
610316	PNPT1	Spinocerebellar ataxia 25, 608703 (3), Autosomal dominant; Deafness, autosomal recessive 70, with or without adult-onset neurodegeneration, 614934 (3), Autosomal recessive; Combined oxidative phosphorylation deficiency 13, 614932 (3), Autosomal recessive
601548	EFEMP1	Doyne honeycomb degeneration of retina, 126600 (3), Autosomal dominant; Cutis laxa, autosomal recessive, type ID, 620780 (3), Autosomal recessive; Glaucoma 1, open angle, H, 611276 (3), Autosomal dominant
615096	MIR217	
610944	MIR216A	
602169	VRK2	
608111	FANCL	Fanconi anemia, complementation group L, 614083 (3), Autosomal recessive
606557	BCL11A	Dias-Logan syndrome, 617101 (3), Autosomal dominant
616865	PAPOLG	
164910	REL	Immunodeficiency 92, 619652 (3), Autosomal recessive
612787	PUS10	
601789	PEX13	Peroxisome biogenesis disorder 11A (Zellweger), 614883 (3), Autosomal recessive; Peroxisome biogenesis disorder 11B, 614885 (3), Autosomal recessive
620213	SANBR	
615295	USP34	
602559	XPO1	
613596	FAM161A	Retinitis pigmentosa 28, 606068 (3), Autosomal recessive
605142	CCT4	
607238	COMMD1	
605581	B3GNT2	
614950	TMEM17	
609922	EHBP1	{Prostate cancer, hereditary, 12}, 611868 (3)
600036	OTX1	
613580	WDPCP	Bardet-Biedl syndrome 15, 615992 (3), Autosomal recessive; Congenital heart defects, hamartomas of tongue, and polysyndactyly, 217085 (3), Autosomal recessive
154200	MDH1	?Developmental and epileptic encephalopathy 88, 618959 (3), Autosomal recessive
191760	UGP2	Developmental and epileptic encephalopathy 83, 618744 (3), Autosomal recessive
614633	VPS54	
610071		Hyperparathyroidism 3, 610071 (2)
612853		{Restless legs syndrome 7}, 612853 (2)
614797	PELI1	
617902	LGALSL	
619628	AFTPH	
617851	SERTAD2	
600229	SLC1A4	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly, 616657 (3), Autosomal recessive
616889	CEP68	
179508	RAB1A	
604221	ACTR2	
609292	SPRED2	Noonan syndrome 14, 619745 (3), Autosomal recessive
601739	MEIS1	
613196	ETAA1	
606997	C1D	
610729	DNAAF10	
618710	PNO1	
601302	PPP3R1	
618538	CNRIP1	
173570	PLEK	
602966		Orofacial cleft 2, 602966 (2), Autosomal dominant
602404		{Parkinson disease 3}, 602404 (2)
189800		Preeclampsia/eclampsia 1, 189800 (2), Autosomal dominant
620549	FBXO48	
611035	APLF	
607122	PROKR1	
610587	ARHGAP25	
608748	BMP10	
618589	GKN2	
606402	GKN1	
606410	ANTXR1	GAPO syndrome, 230740 (3), Autosomal recessive; {?Hemangioma, capillary infantile, susceptibility to}, 602089 (3), Autosomal dominant
138292	GFPT1	Myasthenia, congenital, 12, with tubular aggregates, 610542 (3), Autosomal recessive
608100	NFU1	Multiple mitochondrial dysfunctions syndrome 1, 605711 (3), Autosomal recessive
616405	AAK1	
106491	ANXA4	
618627	GMCL1	
619629	SNRNP27	
600021	MXD1	
611765	ASPRV1	Ichthyosis, lamellar, autosomal dominant, 146750 (3), Autosomal dominant
601209	PCBP1	
603518	TIA1	Welander distal myopathy, 604454 (3), Autosomal dominant, Autosomal recessive; Amyotrophic lateral sclerosis 26 with or without frontotemporal dementia, 619133 (3), Autosomal dominant
610995	PCYOX1	
603542	SNRPG	
616275	FAM136A	
190170	TGFA	
102681	ADD2	
608697	FIGLA	Premature ovarian failure 6, 612310 (3), Autosomal dominant, Autosomal recessive
620105	CLEC4F	
