gene_name,fracCdsCons,fracConsPr
OAS3,0.401348039,0.367340686
OAS2,0.304263566,0.10125969
ART4,0.324867725,0.250793651
MGP,0.548076923,0.323717949
RASAL1,0.663362247,0.570425444
ARHGDIB,0.679867987,0.597359736
GTF2H3,0.634304207,0.832793959
EIF2B1,0.685185185,0.917211329
DDX55,0.626733222,0.742096506
SLC38A1,0.691939891,0.87568306
RERGL,0.603252033,0.211382114
ENDOU,0.582319546,0.483373885
SPRING1,0.731391586,0.843042071
VDR,0.675233645,0.711838006
FZD10,0.671248568,0.837915235
RFC5,0.720430108,0.789833822
STX2,0.612456747,0.331026528
ADGRD1,0.489142857,0.243428571
COPZ1,0.816479401,0.985018727
TBC1D30,0.640857393,0.71872266
CAND1,0.78120769,0.983753046
IL26,0.370155039,0.643410853
IFNG,0.289421158,0.181636727
RAB5B,0.827160494,0.953703704
MDM1,0.486713287,0.612587413
NUP107,0.679985601,0.844852412
CNOT2,0.923598275,0.999383857
TIMELESS,0.591673559,0.664460987
CPSF6,0.822463768,0.963164251
KRR1,0.693717277,0.833333333
MRPL51,0.276485788,0.586563307
GAPDH,0.711309524,0.638888889
NOP2,0.49200492,0.63796638
CHD4,0.763024917,0.94267294
ACRBP,0.506740196,0.506127451
UHRF1BP1L,0.596587031,0.772241183
COPS7A,0.798309179,0.911835749
ING4,0.836680054,0.994645248
GNB3,0.774193548,0.831867058
CDCA3,0.491945477,0.775712515
CHPT1,0.687141687,0.86977887
USP5,0.805587893,0.847885138
TPI1,0.768,0.874666667
GNPTAB,0.560063644,0.780164413
SPSB2,0.696969697,0.775252525
ENO2,0.785440613,0.924137931
ATN1,0.620766863,0.792331374
C12orf57,0.75328084,0.792650919
PTPN6,0.746644295,0.775167785
LPCAT3,0.706284153,0.854508197
NT5DC3,0.683667274,0.720704311
SLCO1B3,0.347558084,0.169274538
APOBEC1,0.378340366,0.263009845
NANOG,0.148148148,0.163398693
SUDS3,0.776089159,0.916919959
GOLT1B,0.79616307,0.973621103
GYS2,0.671875,0.78125
LDHB,0.719402985,0.87761194
PRKAB1,0.783517835,0.831488315
CMAS,0.74789272,0.959386973
HCFC2,0.675493905,0.906263136
ST8SIA1,0.729225023,0.865546218
CLEC4A,0.306722689,0.170868347
C2CD5,0.712620713,0.922077922
AICDA,0.70519263,0.698492462
RAB35,0.839933993,0.925742574
PHC1,0.693864013,0.912437811
COX6A1,0.612121212,0.609090909
RFX4,0.777173913,0.930706522
RIC8B,0.857397504,0.997029115
SRSF9,0.833333333,0.998498498
FGFR1OP2,0.721784777,0.937007874
KLRB1,0.207964602,0.084070796
COL12A1,0.672650131,0.737489121
BTN3A3,0.078632479,0.24957265
TDP2,0.475665748,0.744719927
FRK,0.581027668,0.641633729
DSE,0.678832117,0.87278415
RWDD1,0.733606557,0.978142077
RSPH4A,0.433751743,0.569967457
MAK,0.563430919,0.650744735
TMEM14C,0.625368732,0.734513274
PAK1IP1,0.503816794,0.631043257
GCNT2,0.508684864,0.574028122
SMIM8,0.629251701,0.615646259
NEDD9,0.604790419,0.516566866
CEP85L,0.602150538,0.784946237
ADTRP,0.369408369,0.164502165
ASF1A,0.866666667,0.993495935
MCM9,0.454545455,0.535839161
FAM184A,0.668127374,0.903885481
RNGTT,0.780379041,0.948160535
MAN1A1,0.705912334,0.838939857
GABRR2,0.715307582,0.687410587
SERINC1,0.709985316,0.960352423
HDDC2,0.614634146,0.622764228
TPD52L1,0.725203252,0.85203252
HINT3,0.433515483,0.482695811
NCOA7,0.612583952,0.725344645
RIPOR2,0.597964377,0.736323155
SASH1,0.614049145,0.426549145
UST,0.777231777,0.917280917
ULBP1,0.07755102,0.039455782
FBXO5,0.439732143,0.594494048
MTRF1L,0.515310586,0.705161855
PPARD,0.825791855,0.855957768
OPRM1,0.708229426,0.790523691
FANCE,0.425201738,0.468653011
TULP1,0.548189073,0.599754451
SLC26A8,0.402677652,0.36594576
MAPK14,0.794090489,0.965835642
RHAG,0.472357724,0.272357724
KCTD20,0.662698413,0.888888889
STK38,0.796137339,0.985693848
SRSF3,0.721212121,0.947474747
SOD2,0.635276532,0.671150972
MRPL18,0.565377532,0.664825046
IL17A,0.384615385,0.388888889
IL17F,0.37804878,0.113821138
MCM3,0.712814174,0.873918418
RNF8,0.527434842,0.626886145
PHACTR1,0.796901893,0.88410786
MDGA1,0.795327755,0.878312413
CILK1,0.671406003,0.782517114
FBXO9,0.707762557,0.943683409
CD83,0.449838188,0.343042071
MDN1,0.585194449,0.594366029
GLP1R,0.756465517,0.749281609
SAYSD1,0.469202899,0.28442029
BMP5,0.723809524,0.874725275
BACH2,0.748218527,0.721298496
RBM24,0.797468354,0.907172996
CAP2,0.658298466,0.733612273
TREML2,0.276397516,0.214285714
ZNF451,0.595103578,0.844318895
BAG2,0.699685535,0.905660377
RAB23,0.742296919,0.942577031
TSPO2,0.49122807,0.604288499
FHL5,0.640935673,0.622222222
GPR63,0.662698413,0.837301587
KHDRBS2,0.73047619,0.957142857
FBXL4,0.706859593,0.727759914
CCNC,0.814553991,0.994131455
PRDM13,0.615819209,0.615348399
E2F3,0.853361946,0.969241774
PTP4A1,0.772030651,0.948275862
SIM1,0.753585398,0.853541938
ASCC3,0.696474504,0.898925707
HDGFL1,0.193121693,0.218253968
BVES,0.650046168,0.794090489
COL9A1,0.637382502,0.760303688
MED23,0.729242756,0.904066228
WASF1,0.732738095,0.97797619
GPLD1,0.522790329,0.367023385
ALDH5A1,0.604477612,0.575870647
CRYBG1,0.453721076,0.495934959
VNN1,0.459143969,0.339169909
VNN2,0.343570058,0.266794626
ACOT13,0.505910165,0.456264775
SMAP1,0.708689459,0.903846154
RPS12,0.776942356,0.914786967
C6orf62,0.873913043,1
B3GAT2,0.735596708,0.730452675
GMNN,0.458730159,0.674603175
EYA4,0.794791667,0.9171875
SOBP,0.787185355,0.927536232
NR2E1,0.81433506,0.947322971
SNX3,0.828220859,0.952965235
SLC17A2,0.582761251,0.767353166
HBS1L,0.672019465,0.790754258
TRIM38,0.409871245,0.221745351
PEX7,0.672839506,0.762345679
ZBTB24,0.621298949,0.796561605
FIG4,0.6989721,0.87958884
PERP,0.689003436,0.689003436
ARFGEF3,0.707529844,0.671104989
SLC16A10,0.604651163,0.824935401
HECA,0.713235294,0.851102941
ADGRG6,0.581401545,0.709565681
PHACTR2,0.625386997,0.667182663
EPM2A,0.668674699,0.789156627
OR12D3,0.467928496,0
SLC39A7,0.631205674,0.832624113
CCR6,0.414222222,0.125333333
UNC93A,0.454148472,0.111353712
SLC22A2,0.564148681,0.450839329
PHF1,0.772300469,0.978873239
CUTA,0.638888889,0.774074074
PACRG,0.654320988,0.778900112
QKI,0.791423002,0.987329435
C6orf118,0.243262411,0.041843972
PDE10A,0.637941919,0.74084596
MDFI,0.700404858,0.763832659
TFEB,0.787561146,0.838574423
SMOC2,0.627143922,0.505592841
CCND3,0.778156997,0.868031854
BYSL,0.702435312,0.758751903
FAM120B,0.394438346,0.313940724
TBP,0.665686275,0.698039216
GUCA1B,0.674958541,0.724709784
PRPH2,0.686839577,0.659942363
BICRAL,0.673765432,0.866975309
PPP2R5D,0.798783858,0.94472084
MRPL2,0.610021786,0.706971678
PTK7,0.726112667,0.755057579
SRF,0.865749836,0.989521938
CUL9,0.653561027,0.768731798
DNPH1,0.485714286,0.413333333
DUSP22,0.697297297,0.621621622
EXOC2,0.646126126,0.604684685
COX7A2,0.497126437,0.399425287
TMEM30A,0.724677716,0.903314917
GMDS,0.713136729,0.837354781
SENP6,0.669661575,0.798143157
IMPG1,0.327067669,0.426482874
VEGFA,0.783783784,0.650900901
PRPF4B,0.692460317,0.946428571
TTK,0.6002331,0.730769231
SLC29A1,0.607585704,0.788475565
CCN6,0.514553991,0.654460094
BTN2A1,0.396464646,0.254419192
LAMA4,0.628654971,0.721491228
TENT5A,0.778781038,0.930022573
CLIC5,0.740740741,0.739417989
FBRSL1,0.494582537,0.44901211
ENPP5,0.574616457,0.659693166
LY86,0.398773006,0.36809816
PRSS16,0.486731392,0.52815534
MEP1A,0.489067381,0.354306113
TBX18,0.714364035,0.73629386
ERBIN,0.699693324,0.843831092
PCDHB2,0.227367543,0.217355027
HARS2,0.606837607,0.802761341
NUDT12,0.683225342,0.794096472
CEP72,0.336934156,0.153292181
MAN2A1,0.57874818,0.678893741
SEMA5A,0.692713178,0.576744186
C7,0.453791469,0.544628752
TENT4A,0.601092896,0.722152165
GHR,0.55086072,0.67553469
HMGCS1,0.706333973,0.952015355
DAP,0.715210356,0.841423948
NME5,0.666666667,0.777777778
BRD8,0.692826321,0.843042071
KIF20A,0.664796109,0.854470632
NNT,0.691505673,0.838086477
MRPS30,0.501515152,0.554545455
HSPA9,0.726960784,0.920098039
MRPS27,0.553413655,0.587148594
PFDN1,0.81300813,0.997289973
HBEGF,0.676236045,0.905901116
SLC4A9,0.591666667,0.762152778
LOX,0.648325359,0.729665072
GZMK,0.382389937,0.456603774
CDH9,0.635443038,0.703797468
APBB3,0.739541161,0.923751687
TMCO6,0.604588394,0.759109312
SPARC,0.773026316,0.823464912
IK,0.75567503,0.961170848
HMGCR,0.680164979,0.846644169
CERT1,0.770133333,0.941866667
FAF2,0.778026906,0.972346786
HAND1,0.74691358,0.893518519
PCDHB3,0.237975742,0.254705144
PCDHB5,0.307370184,0.332914573
PCDHB6,0.268763103,0.364779874
PCDHB7,0.26070529,0.163308144
PDE8B,0.73890143,0.865688488
CLK4,0.749654219,0.816735823
PCDHB15,0.302453469,0.258037225
HAVCR1,0.185388128,0.023744292
GRM6,0.690964313,0.611237661
ITK,0.72893183,0.740740741
RNF130,0.742857143,0.88968254
THG1L,0.635451505,0.818283166
ARSB,0.580524345,0.684144819
CLINT1,0.788072417,0.963791267
THBS4,0.679140679,0.68988219
CNOT6,0.80525687,0.974910394
IL12B,0.498480243,0.439716312
BTNL8,0.091151031,0.031270792
TTC1,0.481228669,0.796359499
MSH3,0.523140012,0.737844171
RASGRF2,0.713247173,0.824178783
GABRG2,0.726190476,0.913165266
CCNG1,0.724099099,0.945945946
POLR3G,0.632440476,0.764880952
DROSHA,0.730909091,0.894545455
CDH6,0.744627054,0.734513274
LMNB1,0.741056218,0.891538898
ARRDC3,0.796787149,0.982329317
GOLPH3,0.820512821,0.967670011
SUB1,0.786458333,0.973958333
NPR3,0.71402214,0.775522755
FAM172A,0.769784173,0.944044764
SLC27A6,0.505376344,0.448387097
TARS1,0.69106814,0.813535912
IRX4,0.610897436,0.567307692
LNPEP,0.613710201,0.539636127
PDE4D,0.768312757,0.928395062
RAD1,0.670200236,0.899882214
BRIX1,0.688323917,0.824858757
AGXT2,0.557281553,0.45631068
PRLR,0.407169609,0.382557517
SLC12A7,0.572570726,0.392681427
IL4,0.222943723,0.166666667
RAD50,0.694846408,0.893627824
IL5,0.417283951,0.316049383
ST8SIA4,0.743518519,0.893518519
GNPDA1,0.610344828,0.84137931
PCDH12,0.589873418,0.609563994
SKP1,0.829268293,0.973577236
NUP155,0.682471264,0.910440613
PPP2CA,0.816129032,0.976344086
FGF1,0.737179487,0.801282051
NR3C1,0.662810626,0.838903171
C5orf15,0.427318296,0.49122807
PPWD1,0.742400824,0.912931479
LIFR,0.510625379,0.61627201
TRIM23,0.748405797,0.950724638
TRAPPC13,0.755183413,0.958532695
C9,0.332142857,0.301190476
SEC24A,0.646556977,0.797684339
TXNDC15,0.514312096,0.485687904
TTC33,0.623574144,0.850443599
RARS1,0.64498235,0.758951084
WWC1,0.693596649,0.750748055
MACROH2A1,0.818588025,0.827524576
TCERG1,0.730967546,0.909918107
DPYSL3,0.759610706,0.892457421
SMAD5,0.761087268,0.9527897
CSNK1A1,0.887573964,0.998027613
HMGXB3,0.67904099,0.856921887
ERGIC1,0.813287514,0.802978236
PDGFRB,0.673592291,0.670280036
CDX1,0.645363409,0.70802005
ATP6V0E1,0.756097561,0.930894309
BNIP1,0.716157205,0.847161572
STC2,0.609460946,0.764576458
CPEB4,0.777625571,0.95890411
HRH2,0.520938023,0.563651591
DBN1,0.66206544,0.688139059
ZNF346,0.737853107,0.836158192
UNC5A,0.792012653,0.715697904
EHHADH,0.522099448,0.596685083
CNTN3,0.556203434,0.775834143
SMC4,0.673390225,0.865787432
SELENOK,0.75177305,0.875886525
ACTR8,0.729066667,0.902933333
TBCCD1,0.649940263,0.821385902
TIMMDC1,0.473193473,0.335664336
CRBN,0.651617758,0.951843491
KNG1,0.339018088,0.238242894
HRG,0.267427123,0.075411914
BCL6,0.759075908,0.84582744
HGD,0.707025411,0.834080717
CLDN16,0.603107345,0.536723164
ARL6,0.745098039,0.923351159
NPHP3,0.658151766,0.860255447
CD86,0.246464646,0.250505051
AMOTL2,0.647887324,0.673068715
NIT2,0.658243081,0.734055355
FAM162A,0.597849462,0.535483871
OGG1,0.505882353,0.570980392
KPNA1,0.797773655,0.979591837
PCCB,0.686419753,0.827160494
UBE3A,0.704849179,0.968308515
ARMC8,0.81305638,0.989614243
CEP70,0.566332219,0.79877369
RBP2,0.674074074,0.627160494
RBP1,0.65993266,0.712121212
SLC25A36,0.730769231,0.945512821
GRK7,0.461492178,0.705776173
RNF7,0.80994152,0.956140351
TFDP2,0.738255034,0.954511559
XRN1,0.649164208,0.850540806
KAT2B,0.742697079,0.905162065
BCHE,0.540630182,0.55721393
SERPINI2,0.545155993,0.569786535
PDCD10,0.885758998,0.973395931
LRRC31,0.294153104,0.210970464
WNT5A,0.841644794,0.913385827
PFKFB4,0.765248227,0.84893617
COL7A1,0.585398981,0.590152801
FGF12,0.868852459,0.986338798
PRKAR2A,0.67654321,0.887242798
HES1,0.848161329,0.96915777
USP4,0.669432918,0.819156293
ACAP2,0.75652546,0.954642704
ECT2,0.700910747,0.887067395
GNAT1,0.787274454,0.941120608
GNAI2,0.842696629,0.850187266
TFG,0.749792186,0.929343308
USP9Y,0.619327074,0.672665623
HYAL1,0.506880734,0.640672783
TUSC2,0.831831832,0.957957958
NPRL2,0.786526684,0.943132108
RPL24,0.76371308,0.964135021
CYB561D2,0.705530643,0.937219731
C3orf14,0.480620155,0.715762274
FXR1,0.861200429,0.976956056
CBLB,0.706341133,0.892166836
BBX,0.719037509,0.885350318
IFT57,0.720930233,0.819379845
GNB4,0.565004888,0.811339198
HHLA2,0.159036145,0.094779116
IQCG,0.423423423,0.336336336
GBE1,0.656235183,0.760075865
MORC1,0.415905245,0.379357022
UMPS,0.598752599,0.712404712
NCBP2,0.760084926,0.917197452
SNX4,0.692535107,0.88248337
C3orf52,0.385321101,0.217125382
FRMD4B,0.649919485,0.453140097
SLC41A3,0.515710383,0.138661202
ROPN1B,0.687010955,0.394366197
PLXNA1,0.753294676,0.420137059
ATP6V1A,0.750269687,0.92772384
ABTB1,0.646485734,0.22407794
PODXL2,0.537953795,0.391639164
UPK1B,0.704980843,0.713920817
CSPG5,0.590740741,0.768518519
KLHL18,0.774492754,0.917681159
SCAP,0.681770833,0.723958333
EFCC1,0.417918753,0.375626043
CFAP92,0.248780488,0
NEK11,0.460268318,0.600103199
MRPL3,0.543457498,0.659025788
PLSCR4,0.464646465,0.663636364
HEMK1,0.548672566,0.494591937
CISH,0.669240669,0.709137709
MAPKAPK3,0.729329852,0.878154917
ACVR2B,0.811565952,0.888239116
WDR48,0.738938053,0.942969518
COMMD2,0.666666667,0.868333333
GORASP1,0.566137566,0.614512472
PEX5L,0.746943115,0.833067517
RRP9,0.68907563,0.642857143
ABCC5,0.748493278,0.867408438
AADAC,0.3475,0.3175
ABHD14B,0.657187994,0.731437599
EIF1B,0.833333333,0.961988304
ABHD14A-ACY1,0.615686275,0.652287582
ARHGEF26,0.565749235,0.73470948
KLHL24,0.758735441,0.97615086
PLCH1,0.529458284,0.637010676
VIPR1,0.612809316,0.583697234
DNAH1,0.685263322,0.608532583
SSR3,0.761648746,0.983870968
ZBTB47,0.680035651,0.671122995
TNNC1,0.816872428,0.794238683
NKTR,0.518341308,0.622237412
CLCN2,0.749721913,0.82017056
FOXP1,0.810226155,0.933628319
EIF4G1,0.713958333,0.824791667
SPCS1,0.750809061,0.977346278
NEK4,0.449326999,0.598178939
SLC4A3,0.754257908,0.762638551
INO80D,0.775616083,0.985084306
EEF1B2,0.699115044,0.883480826
ADAM23,0.727490996,0.896758703
DGUOK,0.544364508,0.742206235
MOB1A,0.784946237,0.995391705
KANSL3,0.697004171,0.885096701
LMAN2L,0.736389685,0.916905444
RTKN,0.701536643,0.891252955
TTL,0.71957672,0.860670194
IL1A,0.283088235,0.121323529
CCL20,0.323024055,0.171821306
PIKFYVE,0.693346038,0.900111164
KCNIP3,0.771725032,0.783398184
FAHD2A,0.455026455,0.48994709
NCL,0.586029067,0.770276606
ACTR1B,0.776304156,0.754199823
SLC35F5,0.737277354,0.930025445
ZAP70,0.712903226,0.635483871
ACTR3,0.815433572,0.966587112
STEAP3,0.631262525,0.573146293
EPB41L5,0.586285195,0.67938238
TFCP2L1,0.761805556,0.763888889
SF3B6,0.783068783,0.928571429
TP53I3,0.521521522,0.737737738
DNAJC27,0.727493917,0.913625304
POMC,0.536069652,0.620646766
STAM2,0.657794677,0.910646388
OTOF,0.746079413,0.663997331
GPD2,0.716575092,0.853021978
CENPA,0.51536643,0.401891253
CYTIP,0.591666667,0.647222222
ACVR1,0.770588235,0.891503268
TANC1,0.677407805,0.668098818
SLC30A3,0.724935733,0.828620394
MPV17,0.670433145,0.877589454
GTF3C2,0.713450292,0.926900585
EIF2B4,0.676208651,0.864503817
NRBP1,0.812189055,0.974502488
ITGB6,0.676806084,0.791719476
FNDC4,0.778723404,0.953191489
ITGA4,0.576637625,0.665698612
PSMD14,0.874598071,0.994640943
SNX17,0.804670913,0.94621373
ASB3,0.594733462,0.724470135
PPM1G,0.822669104,0.992078001
PDE1A,0.686813187,0.793650794
REEP6,0.416216216,0.545945946
PCSK4,0.520282187,0.335097002
GCG,0.683241252,0.825046041
APC2,0.529079861,0.353732639
IFIH1,0.548408057,0.635802469
RPS15,0.730593607,0.819634703
GCA,0.56116208,0.617737003
INO80B,0.690943044,0.848739496
MOGS,0.620127287,0.760938743
TTC31,0.319871795,0.5
NDUFS7,0.637071651,0.45482866
PCGF1,0.815384615,0.978205128
GRB14,0.726432532,0.894639556
CLIP4,0.619452314,0.675637394
TLX2,0.754385965,0.876023392
SPTBN1,0.778717407,0.875687104
AUP1,0.746147607,0.913219789
RTN4,0.524727578,0.675607712
HTRA2,0.651416122,0.811183733
LOXL3,0.725906278,0.874447392
DOK1,0.611341632,0.782849239
GALNT3,0.712407992,0.896424816
POLE4,0.666666667,0.686440678
TACR1,0.76879085,0.817810458
CCDC88A,0.748219373,0.966346154
ACADL,0.600928074,0.533642691
EVA1A,0.640522876,0.62745098
MRPL19,0.527872582,0.505119454
LANCL1,0.6625,0.853333333
WDR75,0.5892499,0.800240674
EFEMP1,0.703778677,0.869095816
REG1A,0.141716567,0.449101796
FANCL,0.598404255,0.850177305
FN1,0.699085284,0.727602906
STAT1,0.709720373,0.810918775
GLS,0.745273632,0.93681592
PAPOLG,0.735866124,0.911804613
DNAH6,0.619860543,0.728700809
PECR,0.440789474,0.384868421
UNC50,0.696153846,0.896153846
IGFBP2,0.649284254,0.697341513
ELMOD3,0.57591623,0.55061082
IGFBP5,0.818070818,0.871794872
USP34,0.785170567,0.962879429
EFHD1,0.598611111,0.677777778
KCNJ13,0.752539243,0.964912281
CCT4,0.712345679,0.897530864
GGCX,0.67105841,0.878348704
NEU2,0.443569554,0.113735783
EHBP1,0.722939994,0.913867356
OTX1,0.761502347,0.943661972
TXNDC9,0.732745962,0.876651982
COQ10B,0.623430962,0.729428173
GNLY,0.102739726,0
SF3B1,0.722349936,0.964240102
ST3GAL5,0.568019093,0.638027049
CHST10,0.664799253,0.757236228
PDCL3,0.645833333,0.736111111
MOB4,0.837758112,0.995575221
HSPE1,0.721682848,0.987055016
KDM3A,0.660363086,0.880736258
PLCD4,0.598951507,0.79423329
CHMP3,0.76980568,0.908819133
ZNF142,0.589865819,0.726694915
IL1R2,0.345864662,0.35839599
PRKAG3,0.602721088,0.568707483
SMYD1,0.72437203,0.791581806
IL1R1,0.370760234,0.425146199
WNT6,0.757741348,0.799635701
IL1RL2,0.344907407,0.200231481
IL1RL1,0.312387792,0.200478755
IL18R1,0.333948339,0.287822878
IL18RAP,0.332222222,0.226666667
SLC9A2,0.66297663,0.693726937
FHL2,0.723809524,0.83452381
MLPH,0.29839157,0.168607876
CNPPD1,0.646390916,0.726682887
UXS1,0.753521127,0.822378717
ABCB6,0.671411625,0.702649268
STK16,0.763616558,0.891067538
SLC5A7,0.663224326,0.69707401
HDLBP,0.713422643,0.48857368
PPP1R7,0.685133887,0.805170822
PASK,0.349949648,0.181772407
STK25,0.75175644,0.652615144
TPO,0.399000714,0.133119201
PROC,0.487734488,0.454545455
ID2,0.790123457,0.967901235
TAF1B,0.519524618,0.615732881
HPCAL1,0.841924399,0.879725086
ODC1,0.671717172,0.691919192
BIRC6,0.721010018,0.950116646
NOL10,0.66231253,0.863086599
PLEKHB2,0.617604618,0.46031746
GORASP2,0.674025018,0.858719647
STRN,0.746478873,0.95134443
CEBPZ,0.567456556,0.683728278
PRKD3,0.727272727,0.968948747
DCAF17,0.725527831,0.893154191
QPCT,0.552486188,0.540515654
RAB3GAP1,0.697216565,0.902579769
SLC25A12,0.763868434,0.933726068
RMDN2,0.491484185,0.683698297
DLX2,0.775075988,0.903748734
LCT,0.515560166,0.356500692
DARS1,0.774900398,0.922974768
SRSF7,0.778242678,0.942817294
SDC1,0.441586281,0.404072883
PLCL1,0.665145985,0.854318735
SLC1A4,0.659787367,0.694809256
SOS1,0.774112944,0.988755622
KYNU,0.552217454,0.552932761
WIPF1,0.60515873,0.423941799
ORC2,0.606689735,0.896770473
COX7A2L,0.684057971,0.817391304
PNO1,0.648221344,0.798418972
ORC4,0.68344775,0.655987796
PLEK,0.690408357,0.831908832
RND3,0.808163265,0.934693878
ATF2,0.809617918,0.987483531
THADA,0.524053224,0.682190379
AAK1,0.755024255,0.913374913
TRAK2,0.610928962,0.838251366
C2orf42,0.72173913,0.885217391
TIA1,0.829457364,0.982773471
PCYOX1,0.557312253,0.697628458
KISS1R,0.524644946,0.380952381
EPAS1,0.684653655,0.744737849
ARID3A,0.610549944,0.406285073
SUMO1,0.885620915,1
CD207,0.372847011,0.300911854
GRIN3B,0.51532567,0.336206897
VAX2,0.60137457,0.735395189
ATP6V1B1,0.744487678,0.811284047
NFE2L2,0.598459846,0.820132013
MSH6,0.614988979,0.729120745
PLEKHA3,0.749723145,0.944629014
SPR,0.540712468,0.497455471
EPHA4,0.77440054,0.905775076
PARD3B,0.629353234,0.651464898
FARSB,0.687570621,0.788700565
ALMS1,0.255137123,0.292875989
BCL9,0.749124036,0.932959589
PRRX1,0.837398374,0.964769648
DHCR24,0.787878788,0.649903288
DNAJC16,0.672200937,0.750957854
MARK1,0.704773869,0.945142379
TNR,0.704684817,0.7287221
MORN1,0.33935743,0.123828648
GPX7,0.664893617,0.804964539
CACYBP,0.636098981,0.902474527
SCP2,0.610705596,0.733576642
TPSG1,0.092132505,0.031055901
PAPPA2,0.523065476,0.441034226
RALGPS2,0.747146119,0.905821918
ANGPTL1,0.673441734,0.915311653
CEP104,0.501799856,0.394168467
FAM20B,0.756910569,0.912195122
TCEANC2,0.698564593,0.948963317
TMEM59,0.720164609,0.896090535
LRRC42,0.686091686,0.818958819
WRAP73,0.609544469,0.374548084
NPHS2,0.602430556,0.604166667
MRPL37,0.568396226,0.373427673
ICMT,0.764912281,0.897076023
RPL22,0.754521964,0.927648579
CHD5,0.776641091,0.77254902
QSOX1,0.489750446,0.365418895
STXBP3,0.723440135,0.906127038
PHF13,0.72978959,0.72978959
ERRFI1,0.501799856,0.712023038
PARK7,0.638596491,0.687719298
ELAPOR1,0.70052597,0.731755424
OPRD1,0.787310098,0.879356568
AMPD2,0.786924939,0.876513317
SRSF4,0.708417508,0.891582492
MECR,0.615864528,0.670231729
KCNC4,0.795321637,0.825093036
EDEM3,0.701679171,0.909967846
WDR77,0.677356657,0.826044704
ATP5PB,0.622568093,0.552529183
RAP1A,0.893693694,0.989189189
HDAC1,0.789510007,0.918564527
CAPZA1,0.801393728,0.987224158
S100PBP,0.4800326,0.542787286
RNF19B,0.792349727,0.877959927
SCAMP3,0.712643678,0.862068966
TRIM62,0.830532213,0.816526611
ASH1L,0.672175379,0.95682968
DLGAP3,0.859183673,0.930272109
SFPQ,0.721280603,0.68173258
RHOU,0.628056628,0.900900901
GON4L,0.505280381,0.66398929
ARHGEF2,0.717662952,0.835190814
LAMTOR2,0.788359788,0.965608466
MEF2D,0.794380587,0.889527458
DOCK7,0.727230266,0.930094971
SRM,0.774477448,0.713971397
FBXO2,0.720538721,0.735129068
FBXO6,0.527210884,0.345804989
C1orf21,0.833333333,1
SWT1,0.442841287,0.500554939
MAD2L2,0.800314465,0.858490566
DNAJC6,0.694816341,0.798832818
LEPR,0.469125214,0.531732419
IVNS1ABP,0.759979264,0.965785381
KIAA2013,0.739107612,0.810498688
MFN2,0.788038698,0.834212841
PRG4,0.293238434,0.246737841
MIIP,0.316195373,0.16538132
SMG7,0.759966073,0.92253322
NCF2,0.606578115,0.647058824
PDC,0.622132254,0.773279352
SLC35D1,0.777153558,0.915730337
PLA2G4A,0.674222222,0.787111111
GADD45A,0.813253012,0.929718876
PRAMEF1,0,0.010526316
PRAMEF12,0,0
WLS,0.752767528,0.815498155
PRDM2,0.594725616,0.69652899
RGS2,0.716981132,0.827044025
RPE65,0.711610487,0.845193508
RO60,0.646258503,0.91589363
AMPD1,0.65130175,0.798122066
UCHL5,0.767983789,0.992907801
BCAS2,0.715339233,0.946902655
SRSF11,0.764261168,0.969072165
CTH,0.591954023,0.578817734
AGMAT,0.596789424,0.677053824
OLFML3,0.715806716,0.873873874
TNNI3K,0.601674641,0.813397129
CFHR3,0.213494461,0.037260826
PLEKHM2,0.71372549,0.730065359
CRYZ,0.555555556,0.55959596
PHTF1,0.661424203,0.885102665
ZBTB17,0.767412935,0.764925373
CD58,0.057104914,0.017264276
TFAP2E,0.740406321,0.749435666
CD2,0.197916667,0.160037879
TTF2,0.419317856,0.41673832
NR5A2,0.6900369,0.82902829
KIF21B,0.757799672,0.671387521
TMEM9,0.72826087,0.692028986
ADPRS,0.731684982,0.81959707
MAP7D1,0.693982581,0.757323832
WARS2,0.599261311,0.456140351
HAO2,0.46969697,0.304924242
OSCP1,0.685964912,0.728070175
MRPS15,0.492248062,0.437984496
EXOC8,0.701561065,0.894857668
GNPAT,0.583945179,0.700930005
TSNAX,0.689576174,0.89117984
C1orf109,0.562091503,0.517973856
RRAGC,0.855833333,0.919166667
NID1,0.59241453,0.466613248
LGALS8,0.567085954,0.4360587
NT5C1A,0.729900632,0.850045167
HPCAL4,0.850694444,0.939236111
MTR,0.643759874,0.675092154
BMP8B,0.722084367,0.660049628
MYCL,0.731506849,0.863013699
SIPA1L2,0.651770168,0.751789514
ZP4,0.256931608,0.105976587
RLF,0.72410792,0.923933856
KMO,0.533196441,0.468856947
ZNF684,0.361477573,0.675461741
KCNQ4,0.829980843,0.877394636
RIMS3,0.790722762,0.862998921
AKT3,0.79375,0.929861111
ETV3,0.655620533,0.810266407
ACADM,0.624802528,0.753554502
ST6GALNAC5,0.71909001,0.868447082
SLAMF1,0.324404762,0.285714286
CD48,0.118852459,0.016393443
ADGRL2,0.774216524,0.920702754
PADI2,0.74974975,0.728728729
SDHB,0.71767497,0.801897983
MFAP2,0.72826087,0.708333333
RPF1,0.666666667,0.832380952
KDM5B,0.655016181,0.918015102
UAP1,0.643610013,0.903162055
ACTL8,0.343324251,0.167120799
CTBS,0.520725389,0.759067358
RGS4,0.603559871,0.901294498
