Gene.refGene	clinvarNumB_LB_score	clinvarNumP_LP_score
KNG1;KNG1	0.0	0.0
EIF4A2	0.05714285714285714	0.4
RFC4	0.037037037037037035	0.0
ADIPOQ	0.4090909090909091	0.09090909090909091
ST6GAL1	0.0	0.0
RPL39L	0.0	0.0
RTP1	0.12	0.0
MASP1	0.297029702970297	0.09405940594059406
RTP4	0.0625	0.0
SST	0.3333333333333333	0.0
RTP2	0.25	0.0
BCL6	0.10526315789473684	0.0
LPP	0.2602739726027397	0.0
TPRG1	0.041666666666666664	0.0
TP63	0.26439232409381663	0.2260127931769723
P3H2	0.2839248434237996	0.0918580375782881
CLDN1	0.32786885245901637	0.09836065573770492
CLDN16	0.205607476635514	0.29906542056074764
TMEM207	0.2222222222222222	0.0
IL1RAP	0.2608695652173913	0.0
GMNC	0.0	0.0
OSTN	0.08333333333333333	0.0
UTS2B	0.4	0.0
CCDC50	0.30714285714285716	0.014285714285714285
PYDC2	0.0	0.0
FGF12	0.45588235294117646	0.03676470588235294
MB21D2	0.0	0.0
PLAAT1	0.15384615384615385	0.0
ATP13A5	0.09090909090909091	0.0
ATP13A5;ATP13A5-AS1	0.0	0.0
ATP13A4	0.23931623931623933	0.0
OPA1	0.22520661157024793	0.27169421487603307
OPA1;OPA1-AS1	0.0	0.0
HES1	0.07692307692307693	0.0
CPN2	0.08333333333333333	0.0
LRRC15	0.07142857142857142	0.0
GP5	0.058823529411764705	0.0
ATP13A3	0.3652173913043478	0.043478260869565216
TMEM44	0.022727272727272728	0.0
LSG1	0.09722222222222222	0.0
FAM43A	0.0967741935483871	0.0
XXYLT1	0.023809523809523808	0.0
ACAP2	0.043478260869565216	0.0
PPP1R2	0.375	0.0
APOD	0.375	0.0
MUC20	1.0	0.0
MUC4	0.9879518072289156	0.0
MUC4;MUC4	1.0	0.0
TNK2	0.38305084745762713	0.003389830508474576
TFRC	0.3652173913043478	0.005797101449275362
ZDHHC19	0.1111111111111111	0.0
SLC51A	0.4418604651162791	0.023255813953488372
PCYT1A	0.39631336405529954	0.059907834101382486
TCTEX1D2	0.22857142857142856	0.11428571428571428
TM4SF19	0.125	0.0
UBXN7	0.0	0.0
RNF168	0.3423076923076923	0.08076923076923077
SMCO1	0.08333333333333333	0.0
WDR53	0.16	0.0
FBXO45	0.3	0.0
NRROS	0.14925373134328357	0.16417910447761194
CEP19	0.22105263157894736	0.010526315789473684
PIGX	0.125	0.0
PAK2	0.05263157894736842	0.10526315789473684
SENP5	0.09523809523809523	0.0
NCBP2	0.0	0.0
PIGZ	0.22388059701492538	0.0
MELTF	0.07692307692307693	0.0
DLG1	0.2727272727272727	0.0
BDH1	0.2619047619047619	0.0
RUBCN	0.3644067796610169	0.03389830508474576
FYTTD1	0.0	0.0
LRCH3	0.22535211267605634	0.0
IQCG	0.3333333333333333	0.0
RPL35A	0.31343283582089554	0.13432835820895522
LMLN	0.10714285714285714	0.0
ZNF595	0.3333333333333333	0.0
ZNF732	0.10204081632653061	0.0
ZNF141	0.5	0.02
ZNF721	0.11494252873563218	0.0
PIGG	0.349009900990099	0.09900990099009901
PIGG;PIGG	0.0	0.0
PDE6B	0.22877358490566038	0.15566037735849056
PDE6B;PDE6B	0.6666666666666666	0.3333333333333333
ATP5ME	0.0	0.125
MYL5	0.0	0.0
SLC49A3	0.15517241379310345	0.0
PCGF3	0.14285714285714285	0.0
CPLX1	0.3269230769230769	0.057692307692307696
GAK	0.168	0.0
TMEM175	0.14285714285714285	0.0
TMEM175;TMEM175	1.0	0.0
DGKQ	0.16101694915254236	0.0
IDUA	0.3902053712480253	0.23617693522906794
IDUA;IDUA	0.0	1.0
SLC26A1	0.36666666666666664	0.002777777777777778
FGFRL1	0.4330708661417323	0.0
RNF212	0.3103448275862069	0.0
SPON2	0.14705882352941177	0.0
CTBP1	0.547486033519553	0.0111731843575419
MAEA	0.125	0.0
UVSSA	0.26262626262626265	0.04040404040404041
NKX1-1	1.0	0.0
FAM53A	0.26785714285714285	0.0
SLBP	0.07692307692307693	0.0
TMEM129	0.08888888888888889	0.0
TACC3	0.13414634146341464	0.0
FGFR3	0.3494475138121547	0.08425414364640885
LETM1	0.44976076555023925	0.03349282296650718
NSD2	0.44	0.13
NELFA	0.5909090909090909	0.0
C4orf48	0.0	0.0
NAT8L	0.2857142857142857	0.023809523809523808
POLN	0.19047619047619047	0.0
HAUS3	0.024390243902439025	0.0
MXD4	0.0	0.0
ZFYVE28	0.12345679012345678	0.0
CFAP99	0.024390243902439025	0.0
RNF4	0.0	0.0
FAM193A	0.04838709677419355	0.0
TNIP2	0.1	0.0
SH3BP2	0.33608247422680415	0.020618556701030927
ADD1	0.23529411764705882	0.0196078431372549
MFSD10	0.05660377358490566	0.0
NOP14	0.11688311688311688	0.0
GRK4	0.10638297872340426	0.0
HTT	0.5116731517509727	0.013618677042801557
MSANTD1	0.12	0.0
RGS12	0.0967741935483871	0.0
HGFAC	0.09876543209876543	0.0
DOK7	0.3883040935672515	0.14736842105263157
DOK7;DOK7	0.0	0.0
LRPAP1	0.28125	0.078125
ADRA2C	0.23255813953488372	0.0
OTOP1	0.05263157894736842	0.0
TMEM128	0.0	0.0
LYAR	0.0	0.0
ZBTB49	0.16279069767441862	0.0
NSG1	0.0	0.0
STX18	0.037037037037037035	0.0
MSX1	0.2818181818181818	0.18181818181818182
CYTL1	0.07692307692307693	0.0
STK32B	0.12195121951219512	0.0
EVC2	0.48271186440677966	0.2033898305084746
EVC	0.4670608108108108	0.21537162162162163
CRMP1	0.19642857142857142	0.017857142857142856
C4orf50	1.0	0.0
JAKMIP1	0.3469387755102041	0.02040816326530612
WFS1	0.2748041775456919	0.12206266318537859
PPP2R2C	0.06666666666666667	0.0
MAN2B2	0.15328467153284672	0.0072992700729927005
MRFAP1	0.07692307692307693	0.0
S100P	0.1111111111111111	0.0
MRFAP1L1	0.14285714285714285	0.0
BLOC1S4	0.047619047619047616	0.0
KIAA0232	0.16666666666666666	0.0
TBC1D14	0.12195121951219512	0.0
CCDC96	0.021739130434782608	0.0
TADA2B	0.058823529411764705	0.0
GRPEL1	0.058823529411764705	0.0
SORCS2	0.13559322033898305	0.0
PSAPL1	0.109375	0.0
AFAP1	0.1111111111111111	0.0
ABLIM2	0.06153846153846154	0.0
SH3TC1	0.12365591397849462	0.0
HTRA3	0.05714285714285714	0.0
ACOX3	0.22105263157894736	0.0
TRMT44	0.039473684210526314	0.0
GPR78	0.11538461538461539	0.0
CPZ	0.28104575163398693	0.013071895424836602
HMX1	0.3280757097791798	0.00946372239747634
FAM90A26	1.0	0.0
USP17L17	1.0	0.0
USP17L19	1.0	0.0
USP17L20;USP17L22	1.0	0.0
USP17L24;USP17L25;USP17L26;USP17L27;USP17L28;USP17L29;USP17L30;USP17L5	0.02197802197802198	0.0
DEFB131A	0.0	0.0
DRD5	0.11764705882352941	0.0
SLC2A9	0.4	0.05806451612903226
WDR1	0.557632398753894	0.028037383177570093
ZNF518B	0.07142857142857142	0.0
CLNK	0.2682926829268293	0.0
HS3ST1	0.05	0.0
RAB28	0.2706766917293233	0.12030075187969924
NKX3-2	0.4318181818181818	0.045454545454545456
BOD1L1	0.10550458715596331	0.0
CPEB2	0.011111111111111112	0.0
C1QTNF7	0.0	0.0
CC2D2A	0.29754385964912283	0.1824561403508772
FBXL5	0.0	0.0
BST1	0.26666666666666666	0.0
CD38	0.17647058823529413	0.0
FGFBP1	0.2727272727272727	0.0
FGFBP2	0.03125	0.0
PROM1	0.17174515235457063	0.1703601108033241
TAPT1	0.45864661654135336	0.03759398496240601
LDB2	0.16666666666666666	0.0
QDPR	0.4025974025974026	0.22510822510822512
CLRN2	0.13043478260869565	0.043478260869565216
LAP3	0.034482758620689655	0.0
MED28	0.0	0.0
FAM184B	0.0759493670886076	0.0
DCAF16	0.0	0.0
NCAPG	0.034482758620689655	0.0
LCORL	0.0	0.0
SLIT2	0.39195979899497485	0.010050251256281407
PACRGL	0.0	0.0
KCNIP4	0.2222222222222222	0.0
ADGRA3	0.27946537059538273	0.0
GBA3	0.030303030303030304	0.0
PPARGC1A	0.36538461538461536	0.0
DHX15	0.1	0.0
SOD3	0.2972972972972973	0.0
CCDC149	0.0625	0.0
LGI2	0.11764705882352941	0.0
SEPSECS	0.5131195335276968	0.2099125364431487
PI4K2B	0.14285714285714285	0.0
ZCCHC4	0.13157894736842105	0.0
ANAPC4	0.0	0.0
SLC34A2	0.40217391304347827	0.08695652173913043
SLC34A2;SLC34A2	0.0	1.0
SEL1L3	0.1794871794871795	0.0
SMIM20	0.0	0.0
RBPJ	0.3684210526315789	0.07368421052631578
CCKAR	0.0967741935483871	0.0
TBC1D19	0.0	0.0
STIM2	0.0	0.0
PCDH7	0.11594202898550725	0.0
ARAP2	0.05357142857142857	0.0
DTHD1	0.2544987146529563	0.0
NWD2	0.11	0.0
RELL1	0.13636363636363635	0.0
PGM2	0.11764705882352941	0.0
TBC1D1	0.32061068702290074	0.0
PTTG2	0.05263157894736842	0.0
KLF3	0.08333333333333333	0.0
TLR10	0.18	0.0
TLR1	0.3655913978494624	0.021505376344086023
TLR6	0.13793103448275862	0.0
FAM114A1	0.06060606060606061	0.0
TMEM156	0.1111111111111111	0.0
KLHL5	0.02857142857142857	0.0
WDR19	0.24872448979591838	0.12244897959183673
WDR19;WDR19	0.0	1.0
RFC1	0.16279069767441862	0.05813953488372093
KLB	0.36486486486486486	0.006756756756756757
RPL9	0.40540540540540543	0.0
LIAS	0.2610294117647059	0.10661764705882353
UGDH	0.16326530612244897	0.4897959183673469
SMIM14	0.0	0.0
UBE2K	1.0	0.0
PDS5A	0.07692307692307693	0.0
N4BP2	0.1320754716981132	0.0
RHOH	0.5633802816901409	0.0
CHRNA9	0.1	0.0
RBM47	0.10204081632653061	0.0
NSUN7	0.0196078431372549	0.0
APBB2	0.0	0.0
UCHL1	0.33707865168539325	0.16853932584269662
LIMCH1	0.07317073170731707	0.0
PHOX2B	0.3560371517027864	0.07636738906088751
TMEM33	0.0	0.0
DCAF4L1	0.0	0.0
SLC30A9	0.26666666666666666	0.13333333333333333
BEND4	0.07272727272727272	0.0
SHISA3	0.047619047619047616	0.0
ATP8A1	0.02564102564102564	0.0
GRXCR1	0.24468085106382978	0.1276595744680851
KCTD8	0.09375	0.0
YIPF7	0.0	0.0
GUF1	0.2633333333333333	0.0033333333333333335
GNPDA2	0.18181818181818182	0.0
GABRG1	0.04	0.0
GABRA2	0.42028985507246375	0.07246376811594203
GABRA2;GABRA2	0.0	0.0
COX7B2	0.0	0.0
GABRA4	0.3548387096774194	0.0
GABRB1	0.40384615384615385	0.019230769230769232
COMMD8	0.3333333333333333	0.0
ATP10D	0.08433734939759036	0.0
CORIN	0.17886178861788618	0.024390243902439025
NFXL1	0.15492957746478872	0.0
CNGA1	0.23017902813299232	0.17902813299232737
NIPAL1	0.05555555555555555	0.0
TXK	0.02631578947368421	0.0
TEC	0.0	0.05
SLAIN2	0.061224489795918366	0.0
SLC10A4	0.03571428571428571	0.0
ZAR1	0.017857142857142856	0.0
FRYL	0.11267605633802817	0.007042253521126761
OCIAD1	0.0	0.0
OCIAD2	0.125	0.0
CWH43	0.1276595744680851	0.0
DCUN1D4	0.07142857142857142	0.0
LRRC66	0.14285714285714285	0.0
SGCB	0.3005050505050505	0.255050505050505
SPATA18	0.10810810810810811	0.0
USP46	0.2222222222222222	0.0
ERVMER34-1	0.0	0.0
RASL11B	0.0	0.0
SCFD2	0.041666666666666664	0.020833333333333332
FIP1L1	0.15384615384615385	0.0
LNX1	0.04	0.0
CHIC2	0.2	0.0
GSX2	0.25	0.08333333333333333
PDGFRA	0.30214424951267055	0.006627680311890838
KIT	0.3111413043478261	0.05480072463768116
KIT;KIT	0.0	0.4
KDR	0.3140495867768595	0.024793388429752067
SRD5A3	0.21929824561403508	0.16666666666666666
TMEM165	0.2916666666666667	0.041666666666666664
CLOCK	0.1590909090909091	0.0
PDCL2	0.0	0.09090909090909091
NMU	0.0	0.0
EXOC1	0.02702702702702703	0.0
CEP135	0.2724458204334365	0.14241486068111456
CRACD	0.0	0.0
AASDH	0.1	0.0
PPAT	0.2	0.0
PAICS	0.07692307692307693	0.07692307692307693
SRP72	0.25340599455040874	0.0027247956403269754
ARL9	0.0	0.0
HOPX	0.35714285714285715	0.0
SPINK2	0.4	0.0
REST	0.32460732984293195	0.03315881326352531
NOA1	0.15517241379310345	0.0
POLR2B	0.045454545454545456	0.045454545454545456
IGFBP7	0.16666666666666666	0.08333333333333333
ADGRL3	0.05263157894736842	0.0
TECRL	0.26153846153846155	0.10256410256410256
EPHA5	0.10204081632653061	0.02040816326530612
CENPC	0.11538461538461539	0.0
STAP1	0.35353535353535354	0.010101010101010102
UBA6	0.047619047619047616	0.0
GNRHR	0.10975609756097561	0.4024390243902439
TMPRSS11D	0.14285714285714285	0.0
TMPRSS11A	0.03225806451612903	0.0
TMPRSS11F	0.05714285714285714	0.0
TMPRSS11B	0.06451612903225806	0.0
YTHDC1	0.06896551724137931	0.0
TMPRSS11E	0.12	0.0
UGT2B17	0.40476190476190477	0.0
UGT2B15	0.09615384615384616	0.0
UGT2B10	0.06521739130434782	0.0
UGT2A3	0.045454545454545456	0.0
UGT2B7	0.02197802197802198	0.0
UGT2B11;LOC105377267	0.0	0.0
UGT2B11	0.12727272727272726	0.0
UGT2B28	0.29508196721311475	0.0
UGT2B4	0.11666666666666667	0.0
UGT2A1;UGT2A2	0.2857142857142857	0.0
UGT2A2	0.0	0.0
UGT2A1	0.2	0.0
SULT1B1	0.25	0.0
SULT1E1	0.22727272727272727	0.0
CSN1S1	0.08333333333333333	0.0
CSN2	0.34782608695652173	0.0
STATH	0.3333333333333333	0.0
HTN3	0.4	0.0
HTN1	0.2	0.0
PRR27	0.2857142857142857	0.0
ODAM	0.0625	0.0
FDCSP	0.125	0.0
CSN3	0.07142857142857142	0.0
CABS1	0.25	0.0
SMR3A	0.06666666666666667	0.0
SMR3B	0.09090909090909091	0.0
OPRPN	0.0	0.0
MUC7	0.2	0.0
AMTN	0.375	0.0625
AMBN	0.3333333333333333	0.09803921568627451
ENAM	0.14383561643835616	0.0958904109589041
JCHAIN	0.0	0.0
UTP3	0.13043478260869565	0.0
RUFY3	0.045454545454545456	0.0
GRSF1	0.1111111111111111	0.0
MOB1B	0.0	0.0
DCK	0.25	0.0
SLC4A4	0.32679738562091504	0.058823529411764705
GC	0.29545454545454547	0.20454545454545456
NPFFR2	0.17391304347826086	0.0
ADAMTS3	0.31092436974789917	0.025210084033613446
COX18	0.043478260869565216	0.0
ANKRD17	0.12037037037037036	0.12962962962962962
ALB	0.15384615384615385	0.11888111888111888
AFP	0.2608695652173913	0.06521739130434782
AFM	0.043478260869565216	0.0
RASSF6	0.10810810810810811	0.0
CXCL8	0.5	0.0
CXCL6	0.1	0.0
PF4V1	0.0	0.0
CXCL1	0.2222222222222222	0.0
PF4	0.1	0.0
PPBP	0.0	0.0
CXCL5	0.125	0.0
CXCL3	0.14285714285714285	0.0
CXCL2	0.16666666666666666	0.0
MTHFD2L	0.034482758620689655	0.0
EREG	0.125	0.0
AREG	0.1111111111111111	0.0
BTC	0.08695652173913043	0.0
PARM1	0.15384615384615385	0.0
RCHY1	0.3	0.0
THAP6	0.0	0.0
ODAPH	0.5	0.4166666666666667
CDKL2	0.03333333333333333	0.0
G3BP2	0.1	0.0
USO1	1.0	0.0
PPEF2	0.06	0.0
NAAA	0.2222222222222222	0.0
SDAD1	0.10638297872340426	0.0
CXCL9	0.16666666666666666	0.0
CXCL10	0.2857142857142857	0.0
CXCL11	0.0	0.0
ART3	0.0	0.0
NUP54	0.045454545454545456	0.13636363636363635
SCARB2	0.3079268292682927	0.09451219512195122
FAM47E;FAM47E-STBD1	0.13793103448275862	0.0
FAM47E	0.0	0.0
STBD1	0.0	0.0
FAM47E-STBD1;STBD1	0.0	0.0
CCDC158	0.011764705882352941	0.0
SHROOM3	0.34299516908212563	0.0
SOWAHB	0.06976744186046512	0.0
SEPTIN11	0.0	0.0
CCNI	0.0	0.0
CCNG2	0.23529411764705882	0.0
CXCL13	0.3333333333333333	0.0
CNOT6L	0.05263157894736842	0.0
MRPL1	0.1111111111111111	0.0
FRAS1	0.5002565418163161	0.11749615187275526
ANXA3	0.14285714285714285	0.0
BMP2K	0.06521739130434782	0.0
PAQR3	0.13333333333333333	0.0
NAA11	0.0	0.0
GK2	0.034482758620689655	0.0
ANTXR2	0.14563106796116504	0.32038834951456313
ANTXR2;ANTXR2	0.0	0.0
PRDM8	0.38875878220140514	0.00234192037470726
FGF5	0.10714285714285714	0.10714285714285714
CFAP299	0.6	0.0
BMP3	0.12121212121212122	0.0
PRKG2	0.20512820512820512	0.1794871794871795
RASGEF1B	0.1724137931034483	0.0
HNRNPD	0.10526315789473684	0.05263157894736842
HNRNPDL	0.35119047619047616	0.005952380952380952
ENOPH1	0.3333333333333333	0.0
TMEM150C	0.0	0.0
SCD5	0.13043478260869565	0.043478260869565216
SEC31A	0.20689655172413793	0.011494252873563218
THAP9	0.03636363636363636	0.0
LIN54	0.041666666666666664	0.0
COPS4	0.0	0.0
PLAC8	0.2	0.0
COQ2	0.33793103448275863	0.08620689655172414
HPSE	0.2553191489361702	0.0
HELQ	0.3522727272727273	0.0
MRPS18C	0.18181818181818182	0.0
ABRAXAS1	0.28421052631578947	0.0
GPAT3	0.034482758620689655	0.0
NKX6-1	0.1	0.0
CDS1	0.2	0.0
WDFY3	0.15705765407554673	0.0874751491053678
ARHGAP24	0.30935251798561153	0.0
MAPK10	0.5238095238095238	0.0
PTPN13	0.12234042553191489	0.0
SLC10A6	0.13636363636363635	0.0
AFF1	0.14285714285714285	0.0
KLHL8	0.0	0.0
HSD17B13	0.2727272727272727	0.0
HSD17B11	0.15384615384615385	0.0
NUDT9	0.05	0.0
SPARCL1	0.07692307692307693	0.02564102564102564
DSPP	0.41452991452991456	0.07692307692307693
DMP1	0.294478527607362	0.05521472392638037
IBSP	0.07142857142857142	0.0
MEPE	0.3870967741935484	0.0
SPP1	0.39285714285714285	0.0
PKD2	0.17612293144208038	0.3073286052009456
ABCG2	0.1388888888888889	0.0
PPM1K	0.31958762886597936	0.010309278350515464
HERC6	0.16	0.0
HERC5	0.13043478260869565	0.0
PIGY	0.3333333333333333	0.08333333333333333
PYURF	0.25	0.25
HERC3	0.08571428571428572	0.0
NAP1L5	0.045454545454545456	0.0
FAM13A	0.10714285714285714	0.0
TIGD2	0.0	0.0
GPRIN3	0.07142857142857142	0.0
SNCA	0.3333333333333333	0.09803921568627451
MMRN1	0.14130434782608695	0.0
CCSER1	0.07692307692307693	0.0
GRID2	0.38961038961038963	0.05844155844155844
ATOH1	0.18181818181818182	0.022727272727272728
SMARCAD1	0.26153846153846155	0.07692307692307693
HPGDS	0.46153846153846156	0.0
PDLIM5	0.1282051282051282	0.0
BMPR1B	0.32701421800947866	0.07582938388625593
UNC5C	0.2804878048780488	0.0
PDHA2	0.08	0.04
STPG2	0.11764705882352941	0.0
RAP1GDS1	0.08108108108108109	0.05405405405405406
TSPAN5	0.14285714285714285	0.0
EIF4E	0.2	0.0
METAP1	0.058823529411764705	0.058823529411764705
ADH5	0.0	0.14285714285714285
ADH4	0.0	0.0
ADH6	0.09523809523809523	0.0
ADH1A	0.0	0.0
ADH1B	0.20512820512820512	0.0
ADH1C	0.35714285714285715	0.0
ADH7	0.21428571428571427	0.0
C4orf17	0.5	0.0
TRMT10A	0.21359223300970873	0.13592233009708737
MTTP	0.43556701030927836	0.19201030927835053
C4orf54	0.9444444444444444	0.0
DAPP1	0.0	0.0
LAMTOR3	0.0	0.0
DNAJB14	0.0	0.0
H2AZ1	0.0	0.0
DDIT4L	0.0	0.0
EMCN	0.1875	0.0
PPP3CA	0.40460526315789475	0.1118421052631579
BANK1	0.056338028169014086	0.0
SLC39A8	0.31451612903225806	0.07258064516129033
NFKB1	0.2996389891696751	0.2111913357400722
NFKB1;NFKB1	0.0	1.0
MANBA	0.425531914893617	0.17408123791102514
CISD2	0.45161290322580644	0.06451612903225806
CISD2;SLC9B1	0.42857142857142855	0.0
SLC9B1	0.1935483870967742	0.03225806451612903
SLC9B2	0.08108108108108109	0.0
BDH2	0.1	0.0
CENPE	0.3359683794466403	0.019762845849802372
TACR3	0.27058823529411763	0.17647058823529413
CXXC4	0.5833333333333334	0.0
TET2	0.29071803852889666	0.1330998248686515
TET2;TET2	0.0	0.5
PPA2	0.3106796116504854	0.05339805825242718
ARHGEF38	0.022727272727272728	0.0
INTS12	0.13043478260869565	0.0
GSTCD	0.043478260869565216	0.0
NPNT	0.14285714285714285	0.0
TBCK	0.30612244897959184	0.14471243042671614
AIMP1	0.1958762886597938	0.14432989690721648
GIMD1	0.0	0.0
DKK2	0.0	0.0
PAPSS1	0.0	0.0
SGMS2	0.375	0.03125
CYP2U1	0.26053639846743293	0.15708812260536398
HADH	0.36548223350253806	0.14720812182741116
LEF1	0.07407407407407407	0.1111111111111111
RPL34	0.2857142857142857	0.0
OSTC	0.0	0.0
ETNPPL	0.08333333333333333	0.0
COL25A1	0.30120481927710846	0.08433734939759036
SEC24B	0.075	0.0
MCUB	0.0	0.0
CASP6	0.08333333333333333	0.0
PLA2G12A	0.0	0.0
CFI	0.25773195876288657	0.13659793814432988
GAR1	0.15384615384615385	0.0
RRH	0.13636363636363635	0.0
LRIT3	0.307909604519774	0.011299435028248588
EGF	0.31343283582089554	0.007462686567164179
ELOVL6	0.0	0.0
ENPEP	0.10144927536231885	0.0
PITX2	0.13709677419354838	0.5161290322580645
FAM241A	0.0	0.0
AP1AR	0.10526315789473684	0.0
TIFA	0.0	0.0
ALPK1	0.379746835443038	0.003616636528028933
NEUROG2	0.09523809523809523	0.0
ZGRF1	0.06474820143884892	0.0
LARP7	0.2783018867924528	0.28773584905660377
LARP7;MIR302CHG	1.0	0.0
LARP7;LARP7	0.0	1.0
ANK2	0.32650822669104207	0.013528336380255941
CAMK2D	0.10526315789473684	0.42105263157894735
ARSJ	0.029411764705882353	0.0
UGT8	0.32432432432432434	0.0
NDST4	0.08333333333333333	0.0
TRAM1L1	0.15	0.0
NDST3	0.0	0.0
PRSS12	0.20224719101123595	0.0056179775280898875
METTL14	0.09090909090909091	0.0
SEC24D	0.35714285714285715	0.10064935064935066
SYNPO2	0.07526881720430108	0.0
MYOZ2	0.21195652173913043	0.005434782608695652
USP53	0.2518518518518518	0.2518518518518518
C4orf3	0.0	0.0
FABP2	0.35714285714285715	0.0
PDE5A	0.2978723404255319	0.0
MAD2L1	0.38461538461538464	0.0
PRDM5	0.45346062052505964	0.09069212410501193
NDNF	0.25	0.1111111111111111
TNIP3	0.0	0.0
QRFPR	0.0	0.0
ANXA5	0.14814814814814814	0.0
EXOSC9	0.23157894736842105	0.14736842105263157
EXOSC9;EXOSC9	0.0	1.0
CCNA2	0.35294117647058826	0.0
BBS7	0.2686868686868687	0.23030303030303031
TRPC3	0.37037037037037035	0.007407407407407408
KIAA1109	0.19753086419753085	0.0962962962962963
ADAD1;ADAD1	0.0	0.0
ADAD1	0.047619047619047616	0.0
IL2	0.3333333333333333	0.6666666666666666
IL21	0.2033898305084746	0.0
IL21;IL21-AS1	0.0	1.0
BBS12	0.4008438818565401	0.20956399437412096
FGF2	0.29411764705882354	0.0
NUDT6	0.16666666666666666	0.0
SPATA5	0.2602040816326531	0.14965986394557823
SPATA5;SPATA5	1.0	0.0
SPRY1	0.14705882352941177	0.029411764705882353
ANKRD50	0.058823529411764705	0.0
FAT4	0.38994229183841717	0.016900247320692497
FAT4;FAT4	0.0	1.0
INTU	0.2571428571428571	0.02857142857142857
SLC25A31	0.0	0.0
HSPA4L	0.1702127659574468	0.0
PLK4	0.27896995708154504	0.060085836909871244
MFSD8	0.3220338983050847	0.1864406779661017
MFSD8;MFSD8	0.0	0.8
ABHD18	0.05	0.0
LARP1B	0.07692307692307693	0.0
PGRMC2	0.0	0.0
JADE1	0.07692307692307693	0.0
SCLT1	0.31378299120234604	0.12023460410557185
C4orf33	0.0	0.0
PCDH10	0.15384615384615385	0.0
PABPC4L	0.034482758620689655	0.0
PCDH18	0.04225352112676056	0.0
SLC7A11	0.07142857142857142	0.0
NOCT	0.1111111111111111	0.0
ELF2	0.043478260869565216	0.043478260869565216
MGARP	0.2	0.0
NDUFC1	0.125	0.0
NAA15	0.16720257234726688	0.3311897106109325
RAB33B	0.2318840579710145	0.17391304347826086
SETD7	0.125	0.0
MGST2	0.18181818181818182	0.0
MAML3	0.034482758620689655	0.0
SCOC	0.09090909090909091	0.0
CLGN	0.07692307692307693	0.02564102564102564
ELMOD2	0.21739130434782608	0.0
UCP1	0.19230769230769232	0.0
TBC1D9	0.05555555555555555	0.0
RNF150	0.045454545454545456	0.0
ZNF330	0.0	0.0
IL15	0.2	0.0
INPP4B	0.047619047619047616	0.0
USP38	0.01818181818181818	0.0
GAB1	0.2	0.022222222222222223
SMARCA5	0.09259259259259259	0.09259259259259259
FREM3	0.10227272727272728	0.0
GYPE	0.14285714285714285	0.0
GYPB	0.2	0.0
GYPA	0.21428571428571427	0.07142857142857142
HHIP	0.0625	0.0
ANAPC10	0.0	0.0
ABCE1	0.36363636363636365	0.0
OTUD4	0.1044776119402985	0.0
SMAD1	0.0625	0.0
MMAA	0.3682795698924731	0.33064516129032256
C4orf51	0.0	0.0
ZNF827	0.08450704225352113	0.0
LSM6	0.0	0.0
SLC10A7	0.34210526315789475	0.13157894736842105
POU4F2	0.08108108108108109	0.0
TTC29	0.027777777777777776	0.2222222222222222
EDNRA	0.36065573770491804	0.03278688524590164
TMEM184C	0.0	0.0
PRMT9	0.05333333333333334	0.24
ARHGAP10	0.1076923076923077	0.0
NR3C2	0.2962962962962963	0.19576719576719576
DCLK2	0.13513513513513514	0.0
LRBA	0.2819672131147541	0.0780327868852459
MAB21L2	0.3684210526315789	0.2631578947368421
RPS3A	0.0	0.0
SH3D19	0.19298245614035087	0.0
PRSS48	0.14285714285714285	0.0
FAM160A1	0.06796116504854369	0.0
GATB	0.32857142857142857	0.02857142857142857
FBXW7	0.21818181818181817	0.33636363636363636
TMEM154	0.18181818181818182	0.0
TIGD4	0.038461538461538464	0.0
ARFIP1	0.047619047619047616	0.0
FHDC1	0.14	0.0
TRIM2	0.42091152815013405	0.00804289544235925
TRIM2;TRIM2	0.0	0.0
MND1	0.125	0.0
TMEM131L	0.06722689075630252	0.0
TLR2	0.34285714285714286	0.0
RNF175	0.0	0.0
SFRP2	0.15	0.0
DCHS2	0.6407185628742516	0.0
PLRG1	0.07692307692307693	0.0
FGB	0.21052631578947367	0.11403508771929824
FGB;FGB	1.0	0.0
FGA	0.12365591397849462	0.22580645161290322
FGG	0.1415929203539823	0.168141592920354
FGG;FGG	0.0	0.0
LRAT	0.3615819209039548	0.1638418079096045
RBM46	0.0	0.0
NPY2R	0.3333333333333333	0.0
MAP9	0.041666666666666664	0.0
GUCY1A1	0.2976190476190476	0.11904761904761904
GUCY1A1;GUCY1A1	0.0	0.0
GUCY1B1	0.0	0.0
ASIC5	0.1282051282051282	0.02564102564102564
TDO2	0.2222222222222222	0.07407407407407407
CTSO	0.0	0.0
PDGFC	0.23529411764705882	0.0
GLRB	0.34328358208955223	0.055970149253731345
GRIA2	0.19230769230769232	0.24615384615384617
GASK1B	0.02040816326530612	0.0
TMEM144	0.0	0.0
RXFP1	0.0625	0.0
C4orf46	0.3333333333333333	0.0
ETFDH	0.3118131868131868	0.3447802197802198
PPID	0.10344827586206896	0.0
FNIP2	0.16901408450704225	0.0
C4orf45	0.0	0.0
RAPGEF2	0.22857142857142856	0.0
FSTL5	0.0	0.0
NAF1	0.25157232704402516	0.031446540880503145
NPY1R	0.1111111111111111	0.0
NPY5R	0.16	0.0
