chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	quantile	prediction
chr15	22368478	22369561	OR4M2	0	.	22368478	22369561	50,205,50	76.23%	0.016385168
chr15	22382382	22383507	OR4N4	0	.	22382382	22383507	50,205,50	75.33%	0.017897223
chr15	22736246	22746002	GOLGA6L1	0	.	22736246	22746002	0,255,0	93.48%	0.00137841
chr15	22833394	22873891	TUBGCP5	0	.	22833394	22873891	100,155,100	51.82%	0.096521274
chr15	22892005	23006016	CYFIP1	0	.	22892005	23006016	175,80,175	23.3%	0.362096046
chr15	23004684	23034427	NIPA2	0	.	23004684	23034427	150,105,150	33.48%	0.228631878
chr15	23043277	23100005	NIPA1	0	.	23043277	23100005	175,80,175	22%	0.380603066
chr15	23599895	23612378	GOLGA8S	0	.	23599895	23612378	0,255,0	93.37%	0.001395246
chr15	23684645	23692381	GOLGA6L2	0	.	23684645	23692381	0,255,0	96.42%	0.000844228
chr15	23810454	23873064	MKRN3	0	.	23810454	23873064	25,230,25	87.91%	0.003417592
chr15	23888691	23891175	MAGEL2	0	.	23888691	23891175	25,230,25	84.66%	0.005923487
chr15	23930565	23932450	NDN	0	.	23930565	23932450	150,105,150	32.94%	0.234914948
chr15	24920541	24928593	NPAP1	0	.	24920541	24928593	0,255,0	99.4%	0.000297949
chr15	25068794	25223870	SNRPN	0	.	25068794	25223870	50,205,50	73%	0.02234029
chr15	25582381	25684128	UBE3A	0	.	25582381	25684128	255,0,255	2.11%	0.954330484
chr15	25922420	26110317	ATP10A	0	.	25922420	26110317	75,180,75	68.57%	0.032097365
chr15	26788693	27184686	GABRB3	0	.	26788693	27184686	255,0,255	8.38%	0.70386762
chr15	27111510	27194354	GABRA5	0	.	27111510	27194354	150,105,150	37.3%	0.194744921
chr15	27216429	27778373	GABRG3	0	.	27216429	27778373	125,130,125	42.8%	0.151178389
chr15	28000021	28344504	OCA2	0	.	28000021	28344504	75,180,75	62.33%	0.051084129
chr15	28356186	28567298	HERC2	0	.	28356186	28567298	100,155,100	50.1%	0.10570597
chr15	28623767	28637170	GOLGA8F	0	.	28623767	28637170	0,255,0	94%	0.001283601
chr15	28764757	28778160	GOLGA8G	0	.	28764757	28778160	0,255,0	94.78%	0.001132694
chr15	28947100	28983530	GOLGA8M	0	.	28947100	28983530	0,255,0	94.63%	0.001164692
chr15	29129629	29410518	APBA2	0	.	29129629	29410518	100,155,100	58.98%	0.06363753
chr15	29412457	29862927	FAM189A1	0	.	29412457	29862927	75,180,75	62.43%	0.050803527
chr15	29560353	29562033	NDNL2	0	.	29560353	29562033	25,230,25	85.12%	0.005580629
chr15	29991571	30261068	TJP1	0	.	29991571	30261068	255,0,255	1.87%	0.963588134
chr15	30375158	30385702	GOLGA8J	0	.	30375158	30385702	0,255,0	92.4%	0.001583742
chr15	30427352	30437770	GOLGA8T	0	.	30427352	30437770	25,230,25	87.08%	0.00396642
chr15	30653443	30686052	CHRFAM7A	0	.	30653443	30686052	100,155,100	50.1%	0.105656151
chr15	30695943	30706463	GOLGA8R	0	.	30695943	30706463	0,255,0	92.97%	0.001465898
chr15	30844183	30854704	GOLGA8Q	0	.	30844183	30854704	0,255,0	92.28%	0.001614306
chr15	30896329	30906764	GOLGA8H	0	.	30896329	30906764	0,255,0	91.27%	0.00189062
chr15	30916697	31065196	ARHGAP11B	0	.	30916697	31065196	25,230,25	81.2%	0.009543772
chr15	31196055	31235311	FAN1	0	.	31196055	31235311	25,230,25	86.96%	0.004030595
chr15	31231144	31283810	MTMR10	0	.	31231144	31283810	125,130,125	48.66%	0.112999471
chr15	31293264	31453476	TRPM1	0	.	31293264	31453476	100,155,100	57.82%	0.068591647
chr15	31619058	31727868	KLF13	0	.	31619058	31727868	150,105,150	38.12%	0.187503608
chr15	31775329	32162992	OTUD7A	0	.	31775329	32162992	100,155,100	56.07%	0.076054445
chr15	32322691	32464722	CHRNA7	0	.	32322691	32464722	125,130,125	40.52%	0.168515319
chr15	32684983	32695396	GOLGA8K	0	.	32684983	32695396	25,230,25	89.26%	0.002689359
chr15	32737307	32747835	GOLGA8O	0	.	32737307	32747835	0,255,0	90.82%	0.002060564
chr15	32885657	32896179	GOLGA8N	0	.	32885657	32896179	0,255,0	95.64%	0.00097113
chr15	32907345	32932150	ARHGAP11A	0	.	32907345	32932150	125,130,125	45.69%	0.131471511
chr15	32933877	32989299	SCG5	0	.	32933877	32989299	150,105,150	33.74%	0.226279054
chr15	33010175	33026870	GREM1	0	.	33010175	33026870	255,0,255	2.63%	0.93608575
chr15	33057747	33486897	FMN1	0	.	33057747	33486897	200,55,200	13.77%	0.549093904
chr15	33603163	34158303	RYR3	0	.	33603163	34158303	200,55,200	15.52%	0.50685085
chr15	34158428	34331377	AVEN	0	.	34158428	34331377	75,180,75	66.59%	0.037575836
chr15	34260921	34357291	CHRM5	0	.	34260921	34357291	150,105,150	38.74%	0.182360534
chr15	34376218	34394149	EMC7	0	.	34376218	34394149	175,80,175	22.41%	0.374967172
chr15	34394274	34396591	PGBD4	0	.	34394274	34396591	0,255,0	92.15%	0.001643665
chr15	34432875	34502297	KATNBL1	0	.	34432875	34502297	175,80,175	21.47%	0.389120672
chr15	34517200	34522357	EMC4	0	.	34517200	34522357	200,55,200	11.1%	0.619316774
chr15	34525460	34630261	SLC12A6	0	.	34525460	34630261	175,80,175	23.55%	0.358560558
chr15	34633917	34635378	NOP10	0	.	34633917	34635378	175,80,175	24.08%	0.350423418
chr15	34635516	34649938	NUTM1	0	.	34635516	34649938	75,180,75	60.97%	0.055820414
chr15	34651106	34659479	LPCAT4	0	.	34651106	34659479	150,105,150	32.86%	0.235391317
chr15	34671269	34880704	GOLGA8A	0	.	34671269	34880704	0,255,0	92.88%	0.001476109
chr15	34817408	34880704	GOLGA8B	0	.	34817408	34880704	0,255,0	91.31%	0.00187481
chr15	35043233	35047166	GJD2	0	.	35043233	35047166	200,55,200	11.72%	0.601939407
chr15	35080297	35088340	ACTC1	0	.	35080297	35088340	255,0,255	9.59%	0.66284814
chr15	35147732	35262040	AQR	0	.	35147732	35262040	125,130,125	41.59%	0.159778967
chr15	35270542	35280488	ZNF770	0	.	35270542	35280488	125,130,125	44.68%	0.138121336
chr15	35509546	35838394	DPH6	0	.	35509546	35838394	200,55,200	17.78%	0.45801908
chr15	36871812	37102449	C15orf41	0	.	36871812	37102449	255,0,255	2.88%	0.924370547
chr15	37181406	37393504	MEIS2	0	.	37181406	37393504	255,0,255	0.69%	0.996841535
chr15	38214140	38259925	TMCO5A	0	.	38214140	38259925	100,155,100	52.49%	0.093416127
chr15	38544527	38649450	SPRED1	0	.	38544527	38649450	200,55,200	13.12%	0.566720681
chr15	38746328	38779911	FAM98B	0	.	38746328	38779911	100,155,100	56.85%	0.0726941
chr15	38780304	38857776	RASGRP1	0	.	38780304	38857776	150,105,150	34.25%	0.221498588
chr15	38988799	38992239	C15orf53	0	.	38988799	38992239	0,255,0	97.23%	0.000703628
chr15	39542885	39547046	C15orf54	0	.	39542885	39547046	25,230,25	86.2%	0.004726213
chr15	39873280	39891667	THBS1	0	.	39873280	39891667	255,0,255	2.4%	0.94256296
chr15	39892232	40075031	FSIP1	0	.	39892232	40075031	50,205,50	75.27%	0.018038033
chr15	40091233	40213093	GPR176	0	.	40091233	40213093	200,55,200	16.69%	0.4815733
chr15	40226347	40327797	EIF2AK4	0	.	40226347	40327797	150,105,150	34.2%	0.222061517
chr15	40327940	40331389	SRP14	0	.	40327940	40331389	100,155,100	55.27%	0.079538827
chr15	40380091	40401093	BMF	0	.	40380091	40401093	175,80,175	21.37%	0.390498784
chr15	40453224	40513337	BUB1B	0	.	40453224	40513337	200,55,200	14.21%	0.539848425
chr15	40509629	40569688	PAK6	0	.	40509629	40569688	150,105,150	38.57%	0.183662894
chr15	40542865	40545170	C15orf56	0	.	40542865	40545170	0,255,0	95.96%	0.000912532
chr15	40570377	40600136	PLCB2	0	.	40570377	40600136	125,130,125	41.37%	0.161252195
chr15	40573645	40574787	ANKRD63	0	.	40573645	40574787	75,180,75	63.73%	0.046527849
chr15	40623653	40633168	C15orf52	0	.	40623653	40633168	50,205,50	74.76%	0.018838418
chr15	40643234	40648635	PHGR1	0	.	40643234	40648635	0,255,0	97.47%	0.000660043
chr15	40650436	40663257	DISP2	0	.	40650436	40663257	75,180,75	66.04%	0.039185178
chr15	40674922	40686447	KNSTRN	0	.	40674922	40686447	100,155,100	59.83%	0.060138385
chr15	40697686	40728146	IVD	0	.	40697686	40728146	125,130,125	43.94%	0.143382438
chr15	40731920	40760441	BAHD1	0	.	40731920	40760441	150,105,150	37.34%	0.194465075
chr15	40763160	40765353	CHST14	0	.	40763160	40765353	150,105,150	35.82%	0.207840452
chr15	40820882	40857256	C15orf57	0	.	40820882	40857256	100,155,100	50.61%	0.10303008
chr15	40861499	40866659	RPUSD2	0	.	40861499	40866659	100,155,100	58.73%	0.064509722
chr15	40886218	40956540	CASC5	0	.	40886218	40956540	100,155,100	57.17%	0.071244707
chr15	40986972	41024354	RAD51	0	.	40986972	41024354	255,0,255	2.99%	0.919979281
chr15	41028082	41048049	RMDN3	0	.	41028082	41048049	125,130,125	45.1%	0.134938262
chr15	41056218	41059906	GCHFR	0	.	41056218	41059906	150,105,150	34.86%	0.216304429
chr15	41060067	41099675	DNAJC17	0	.	41060067	41099675	125,130,125	42.2%	0.155576155
chr15	41062159	41064643	C15orf62	0	.	41062159	41064643	125,130,125	48.55%	0.113623736
chr15	41099284	41106767	ZFYVE19	0	.	41099284	41106767	75,180,75	67.55%	0.034658008
chr15	41107650	41120907	PPP1R14D	0	.	41107650	41120907	75,180,75	66.33%	0.0383733
chr15	41136216	41150405	SPINT1	0	.	41136216	41150405	75,180,75	63.02%	0.048787845
chr15	41164412	41166487	RHOV	0	.	41164412	41166487	175,80,175	22.56%	0.372705712
chr15	41186628	41196173	VPS18	0	.	41186628	41196173	150,105,150	31%	0.25675979
chr15	41221538	41231237	DLL4	0	.	41221538	41231237	255,0,255	8.98%	0.68345451
chr15	41245160	41248710	CHAC1	0	.	41245160	41248710	125,130,125	47.34%	0.120710886
chr15	41271078	41408552	INO80	0	.	41271078	41408552	200,55,200	14.81%	0.524089611
chr15	41474923	41522941	EXD1	0	.	41474923	41522941	75,180,75	62.34%	0.051051344
chr15	41523037	41574043	CHP1	0	.	41523037	41574043	200,55,200	13.27%	0.562660106
chr15	41601466	41624819	OIP5	0	.	41601466	41624819	100,155,100	55.75%	0.077637755
chr15	41624892	41673248	NUSAP1	0	.	41624892	41673248	100,155,100	58.84%	0.064166774
chr15	41679551	41694717	NDUFAF1	0	.	41679551	41694717	75,180,75	69.41%	0.030005784
chr15	41700606	41775761	RTF1	0	.	41700606	41775761	200,55,200	19.88%	0.414699721
chr15	41785591	41795747	ITPKA	0	.	41785591	41795747	125,130,125	48.09%	0.116208331
chr15	41795836	41806085	LTK	0	.	41795836	41806085	50,205,50	73.8%	0.020782622
chr15	41809374	41836467	RPAP1	0	.	41809374	41836467	75,180,75	61.47%	0.053976749
chr15	41849873	41871536	TYRO3	0	.	41849873	41871536	255,0,255	8.32%	0.706738438
chr15	41913422	42062141	MGA	0	.	41913422	42062141	175,80,175	26.52%	0.313725626
chr15	42066632	42120053	MAPKBP1	0	.	42066632	42120053	150,105,150	37.6%	0.191974527
chr15	42120283	42129779	JMJD7	0	.	42120283	42129779	100,155,100	58.14%	0.067016885
chr15	42120283	42140345	PLA2G4B	0	.	42120283	42140345	75,180,75	62.46%	0.050631897
chr15	42120293	42140353	JMJD7-PLA2G4B	0	.	42120293	42140353	75,180,75	62.12%	0.051824226
chr15	42140345	42186275	SPTBN5	0	.	42140345	42186275	25,230,25	80.8%	0.010071436
chr15	42190950	42264776	EHD4	0	.	42190950	42264776	150,105,150	31.47%	0.250712904
chr15	42273780	42343388	PLA2G4E	0	.	42273780	42343388	100,155,100	57.79%	0.068716894
chr15	42359207	42386752	PLA2G4D	0	.	42359207	42386752	50,205,50	73.32%	0.021721844
chr15	42433332	42448839	PLA2G4F	0	.	42433332	42448839	50,205,50	71.63%	0.025392511
chr15	42450899	42500514	VPS39	0	.	42450899	42500514	200,55,200	19.47%	0.422637417
chr15	42502730	42565861	TMEM87A	0	.	42502730	42565861	150,105,150	32.52%	0.238921601
chr15	42565431	42645864	GANC	0	.	42565431	42645864	100,155,100	57.16%	0.071251222
chr15	42640301	42704516	CAPN3	0	.	42640301	42704516	175,80,175	21.69%	0.385639795
chr15	42705021	42783321	ZNF106	0	.	42705021	42783321	125,130,125	43.9%	0.143818507
chr15	42783431	42837547	SNAP23	0	.	42783431	42837547	255,0,255	7.81%	0.726203191
chr15	42834720	42841000	LRRC57	0	.	42834720	42841000	150,105,150	30.12%	0.266850024
chr15	42841008	42862192	HAUS2	0	.	42841008	42862192	125,130,125	42.43%	0.153908403
chr15	42867857	43013179	STARD9	0	.	42867857	43013179	50,205,50	70.17%	0.028536353
chr15	43015757	43029324	CDAN1	0	.	43015757	43029324	125,130,125	40.71%	0.166826698
chr15	43030932	43213007	TTBK2	0	.	43030932	43213007	200,55,200	12.7%	0.577208423
chr15	43235095	43398311	UBR1	0	.	43235095	43398311	175,80,175	21.91%	0.38202695
chr15	43398423	43513481	EPB42	0	.	43398423	43513481	75,180,75	67.14%	0.035961479
chr15	43415477	43477344	TMEM62	0	.	43415477	43477344	125,130,125	47.96%	0.11698585
chr15	43477316	43487396	CCNDBP1	0	.	43477316	43487396	100,155,100	50.48%	0.103616201
chr15	43524793	43559055	TGM5	0	.	43524793	43559055	100,155,100	58.03%	0.067467716
chr15	43568478	43594453	TGM7	0	.	43568478	43594453	75,180,75	67.69%	0.034317199
chr15	43619974	43622803	LCMT2	0	.	43619974	43622803	100,155,100	55.84%	0.077245333
chr15	43622872	43646096	ADAL	0	.	43622872	43646096	175,80,175	24.61%	0.343367733
chr15	43650370	43663223	ZSCAN29	0	.	43650370	43663223	150,105,150	35.57%	0.210082779
chr15	43661419	43699293	TUBGCP4	0	.	43661419	43699293	200,55,200	13.88%	0.546542388
chr15	43699407	43802926	TP53BP1	0	.	43699407	43802926	175,80,175	26.41%	0.315239604
chr15	43803156	43823818	MAP1A	0	.	43803156	43823818	100,155,100	54.64%	0.082712413
chr15	43825660	43882430	PPIP5K1	0	.	43825660	43882430	175,80,175	27.93%	0.296346977
chr15	43885252	43897099	CKMT1B	0	.	43885252	43897099	150,105,150	39.89%	0.173345194
chr15	43891596	44010458	STRC	0	.	43891596	44010458	125,130,125	40.85%	0.165616336
chr15	43920701	43960316	CATSPER2	0	.	43920701	43960316	50,205,50	73.76%	0.020822409
chr15	43985084	43991420	CKMT1A	0	.	43985084	43991420	100,155,100	52.29%	0.094282891
chr15	44038590	44065477	PDIA3	0	.	44038590	44065477	200,55,200	11.89%	0.596533201
chr15	44064798	44069741	ELL3	0	.	44064798	44069741	75,180,75	63.89%	0.046033568
chr15	44069285	44094787	SERF2	0	.	44069285	44094787	255,0,255	5%	0.834156838
chr15	44086360	44092419	SERINC4	0	.	44086360	44092419	125,130,125	46.97%	0.123139678
chr15	44088340	44095241	HYPK	0	.	44088340	44095241	175,80,175	29.95%	0.268886502
chr15	44096690	44117000	MFAP1	0	.	44096690	44117000	200,55,200	11.86%	0.597557128
chr15	44119161	44160617	WDR76	0	.	44119161	44160617	100,155,100	55.59%	0.078313753
chr15	44162962	44487450	FRMD5	0	.	44162962	44487450	255,0,255	9.86%	0.656565794
chr15	44580927	44707956	CASC4	0	.	44580927	44707956	175,80,175	26.06%	0.321158409
chr15	44719432	44821236	CTDSPL2	0	.	44719432	44821236	255,0,255	5.14%	0.828454765
chr15	44829255	44855227	EIF3J	0	.	44829255	44855227	255,0,255	7.91%	0.722511895
chr15	44854894	44955876	SPG11	0	.	44854894	44955876	150,105,150	34.24%	0.221584659
chr15	44957930	45003514	PATL2	0	.	44957930	45003514	75,180,75	65.9%	0.039507631
chr15	45003675	45011075	B2M	0	.	45003675	45011075	50,205,50	77.92%	0.013925549
chr15	45021186	45060027	TRIM69	0	.	45021186	45060027	100,155,100	52.65%	0.092828516
chr15	45248900	45271427	C15orf43	0	.	45248900	45271427	75,180,75	63.96%	0.045880578
chr15	45315302	45369383	SORD	0	.	45315302	45369383	125,130,125	48.57%	0.113530567
chr15	45384848	45406542	DUOX2	0	.	45384848	45406542	100,155,100	51.55%	0.097866177
chr15	45406519	45410619	DUOXA2	0	.	45406519	45410619	75,180,75	69.05%	0.030794296
chr15	45409569	45422136	DUOXA1	0	.	45409569	45422136	175,80,175	20.28%	0.40813416
chr15	45422131	45457774	DUOX1	0	.	45422131	45457774	125,130,125	47.53%	0.119511675
chr15	45459412	45493373	SHF	0	.	45459412	45493373	125,130,125	49.13%	0.110424893
chr15	45544428	45568149	SLC28A2	0	.	45544428	45568149	75,180,75	63.84%	0.046265656
chr15	45653322	45694525	GATM	0	.	45653322	45694525	200,55,200	17.95%	0.454733426
chr15	45694529	45713617	SPATA5L1	0	.	45694529	45713617	75,180,75	63.62%	0.046923134
chr15	45722727	45740959	C15orf48	0	.	45722727	45740959	50,205,50	74.88%	0.018664268
chr15	45771809	45815005	SLC30A4	0	.	45771809	45815005	150,105,150	35.22%	0.213102025
chr15	45879321	45908197	BLOC1S6	0	.	45879321	45908197	175,80,175	23.49%	0.359150798
chr15	45923346	45983492	SQRDL	0	.	45923346	45983492	100,155,100	54.93%	0.081254963
chr15	47476298	48066420	SEMA6D	0	.	47476298	48066420	255,0,255	4.17%	0.872174744
chr15	48413169	48434869	SLC24A5	0	.	48413169	48434869	150,105,150	34.66%	0.217450438
chr15	48431625	48470714	MYEF2	0	.	48431625	48470714	255,0,255	4.29%	0.867363519
chr15	48483736	48495953	CTXN2	0	.	48483736	48495953	175,80,175	20.43%	0.406036488
chr15	48483861	48596275	SLC12A1	0	.	48483861	48596275	200,55,200	10.66%	0.634116616
chr15	48623208	48635570	DUT	0	.	48623208	48635570	200,55,200	11.55%	0.607180992
chr15	48700503	48938046	FBN1	0	.	48700503	48938046	255,0,255	2.53%	0.938751901
chr15	49005125	49103343	CEP152	0	.	49005125	49103343	100,155,100	52.66%	0.092828159
chr15	49115932	49255641	SHC4	0	.	49115932	49255641	150,105,150	36.7%	0.200567866
chr15	49170083	49172380	EID1	0	.	49170083	49172380	50,205,50	77.91%	0.013946951
chr15	49280673	49338760	SECISBP2L	0	.	49280673	49338760	150,105,150	38.64%	0.183146805
chr15	49398268	49447858	COPS2	0	.	49398268	49447858	255,0,255	2.8%	0.927798683
chr15	49447853	49660066	GALK2	0	.	49447853	49660066	175,80,175	28.26%	0.291513443
chr15	49619159	49913128	FAM227B	0	.	49619159	49913128	25,230,25	82.68%	0.007909301
chr15	49715293	49780972	FGF7	0	.	49715293	49780972	255,0,255	1.27%	0.985389239
chr15	49913177	49937333	DTWD1	0	.	49913177	49937333	125,130,125	45.83%	0.130403039
chr15	50150435	50475014	ATP8B4	0	.	50150435	50475014	175,80,175	21.21%	0.392767287
chr15	50474393	50528592	SLC27A2	0	.	50474393	50528592	100,155,100	53.88%	0.086316387
chr15	50534144	50558223	HDC	0	.	50534144	50558223	125,130,125	43.18%	0.14873563
chr15	50569389	50647605	GABPB1	0	.	50569389	50647605	200,55,200	15.52%	0.506682029
chr15	50716577	50793280	USP8	0	.	50716577	50793280	175,80,175	26.09%	0.320901309
chr15	50792759	50838905	USP50	0	.	50792759	50838905	125,130,125	49.66%	0.107695943
chr15	50844670	50979012	TRPM7	0	.	50844670	50979012	200,55,200	14.34%	0.537017102
chr15	50999506	51058005	SPPL2A	0	.	50999506	51058005	125,130,125	41.13%	0.163084253
chr15	51200869	51298097	AP4E1	0	.	51200869	51298097	125,130,125	43.26%	0.148213005
chr15	51348795	51397473	TNFAIP8L3	0	.	51348795	51397473	75,180,75	61.29%	0.054652163
chr15	51500254	51630807	CYP19A1	0	.	51500254	51630807	200,55,200	15.99%	0.496999765
chr15	51633826	51700210	GLDN	0	.	51633826	51700210	100,155,100	54.53%	0.083381718
chr15	51739908	51915030	DMXL2	0	.	51739908	51915030	125,130,125	41.6%	0.159706533
chr15	51973550	52013223	SCG3	0	.	51973550	52013223	150,105,150	39.91%	0.173235029
chr15	52015208	52043782	LYSMD2	0	.	52015208	52043782	100,155,100	55.42%	0.078947788
chr15	52043758	52108565	TMOD2	0	.	52043758	52108565	150,105,150	30.09%	0.267056508
chr15	52121825	52239492	TMOD3	0	.	52121825	52239492	175,80,175	29%	0.281697101
chr15	52230222	52264003	LEO1	0	.	52230222	52264003	175,80,175	27.44%	0.302955576
chr15	52244303	52358462	MAPK6	0	.	52244303	52358462	255,0,255	8.05%	0.717253815
chr15	52401460	52404972	BCL2L10	0	.	52401460	52404972	0,255,0	97.32%	0.000691704
chr15	52413117	52483566	GNB5	0	.	52413117	52483566	150,105,150	33.18%	0.232262366
chr15	52484519	52587995	MYO5C	0	.	52484519	52587995	125,130,125	49.97%	0.106111348
chr15	52599480	52821247	MYO5A	0	.	52599480	52821247	200,55,200	15.8%	0.500000726
chr15	52839242	52862080	ARPP19	0	.	52839242	52862080	255,0,255	9.23%	0.67489033
chr15	52873514	53002014	FAM214A	0	.	52873514	53002014	175,80,175	22.57%	0.372550339
chr15	53049637	53083273	ONECUT1	0	.	53049637	53083273	255,0,255	3.57%	0.894507632
chr15	53805938	54055075	WDR72	0	.	53805938	54055075	150,105,150	39.26%	0.178297941
chr15	54305101	54920806	UNC13C	0	.	54305101	54920806	150,105,150	36%	0.206251224
chr15	55473004	55489265	RSL24D1	0	.	55473004	55489265	175,80,175	21.14%	0.393934332
chr15	55495164	55611311	RAB27A	0	.	55495164	55611311	255,0,255	5.04%	0.833306489
chr15	55611158	55647846	PIGB	0	.	55611158	55647846	100,155,100	50.91%	0.101305293
chr15	55632230	55700708	CCPG1	0	.	55632230	55700708	75,180,75	63.94%	0.045894968
chr15	55700746	55710962	C15orf65	0	.	55700746	55710962	75,180,75	69.38%	0.030031253
chr15	55702723	55800432	DYX1C1	0	.	55702723	55800432	100,155,100	56.56%	0.073770721
chr15	55831088	55881145	PYGO1	0	.	55831088	55881145	150,105,150	35.65%	0.209290121
chr15	55903744	56035288	PRTG	0	.	55903744	56035288	125,130,125	41.23%	0.162495719
chr15	56119120	56285944	NEDD4	0	.	56119120	56285944	175,80,175	23.55%	0.358524554
chr15	56379478	56535483	RFX7	0	.	56379478	56535483	175,80,175	28.87%	0.283251888
chr15	56536207	56738195	TEX9	0	.	56536207	56738195	100,155,100	55.26%	0.079650795
chr15	56713742	56757335	MNS1	0	.	56713742	56757335	100,155,100	59.09%	0.063037216
chr15	56922379	57210769	ZNF280D	0	.	56922379	57210769	150,105,150	31.56%	0.249226077
chr15	57210821	57591479	TCF12	0	.	57210821	57591479	255,0,255	2.07%	0.955983669
chr15	57668165	57842925	CGNL1	0	.	57668165	57842925	75,180,75	67.07%	0.036122677
chr15	57884106	58006943	GCOM1	0	.	57884106	58006943	150,105,150	39.98%	0.172662114
chr15	57884139	57977562	MYZAP	0	.	57884139	57977562	125,130,125	42.86%	0.150722079
chr15	57884231	58074960	POLR2M	0	.	57884231	58074960	75,180,75	66.46%	0.038007903
chr15	58245622	58790065	ALDH1A2	0	.	58245622	58790065	255,0,255	4.39%	0.864934326
chr15	58430368	58478110	AQP9	0	.	58430368	58478110	75,180,75	61.54%	0.053776428
chr15	58702768	58861151	LIPC	0	.	58702768	58861151	150,105,150	38.41%	0.184496444
chr15	58887403	59042177	ADAM10	0	.	58887403	59042177	255,0,255	5.8%	0.801444084
chr15	59063391	59154099	FAM63B	0	.	59063391	59154099	125,130,125	45.19%	0.13446142
chr15	59157374	59389618	RNF111	0	.	59157374	59389618	175,80,175	20.11%	0.411378397
chr15	59171244	59225852	SLTM	0	.	59171244	59225852	200,55,200	13.66%	0.551308413
chr15	59397277	59417244	CCNB2	0	.	59397277	59417244	175,80,175	28.28%	0.29144314
chr15	59427113	59665099	MYO1E	0	.	59427113	59665099	175,80,175	26.13%	0.320334371
chr15	59499042	59500705	LDHAL6B	0	.	59499042	59500705	0,255,0	91.11%	0.001955723
chr15	59664892	59815748	FAM81A	0	.	59664892	59815748	150,105,150	37.05%	0.196923741
chr15	59887074	59932438	GCNT3	0	.	59887074	59932438	75,180,75	61.04%	0.055622139
chr15	59930261	59949740	GTF2A2	0	.	59930261	59949740	255,0,255	4.81%	0.842802179
chr15	59951345	59981733	BNIP2	0	.	59951345	59981733	200,55,200	15.2%	0.513767778
chr15	60296421	60353929	FOXB1	0	.	60296421	60353929	175,80,175	29.87%	0.270367639
chr15	60639333	60695082	ANXA2	0	.	60639333	60695082	255,0,255	5.29%	0.820928885
chr15	60711808	60771359	ICE2	0	.	60711808	60771359	200,55,200	19.3%	0.426274466
chr15	60780483	61521518	RORA	0	.	60780483	61521518	255,0,255	0.78%	0.995492903
chr15	62144588	62352672	VPS13C	0	.	62144588	62352672	150,105,150	39.85%	0.17364255
chr15	62359176	62363116	C2CD4A	0	.	62359176	62363116	25,230,25	86.38%	0.004515057
chr15	62455734	62457482	C2CD4B	0	.	62455734	62457482	25,230,25	85.2%	0.005504333
chr15	62682725	63136830	TLN2	0	.	62682725	63136830	175,80,175	28.52%	0.288072824
chr15	63334831	63364114	TPM1	0	.	63334831	63364114	255,0,255	1.5%	0.978525529
chr15	63413999	63434260	LACTB	0	.	63413999	63434260	150,105,150	34.35%	0.220699234
chr15	63418071	63450220	RPS27L	0	.	63418071	63450220	175,80,175	20.68%	0.401264892
chr15	63481668	63559981	RAB8B	0	.	63481668	63559981	200,55,200	12.55%	0.580571649
chr15	63568217	63601325	APH1B	0	.	63568217	63601325	100,155,100	54.64%	0.082709624
chr15	63613577	63674360	CA12	0	.	63613577	63674360	100,155,100	56.48%	0.074205068
chr15	63796793	63886839	USP3	0	.	63796793	63886839	200,55,200	16.75%	0.480371427
chr15	63889552	63894627	FBXL22	0	.	63889552	63894627	25,230,25	81.25%	0.009513454
chr15	63900817	64126141	HERC1	0	.	63900817	64126141	200,55,200	19.82%	0.415865937
chr15	64199235	64364232	DAPK2	0	.	64199235	64364232	175,80,175	27.56%	0.301329146
chr15	64364758	64386217	FAM96A	0	.	64364758	64386217	200,55,200	11.48%	0.609063314
chr15	64386322	64438289	SNX1	0	.	64386322	64438289	175,80,175	20.1%	0.411488806
chr15	64443914	64449680	SNX22	0	.	64443914	64449680	100,155,100	59.26%	0.06222831
chr15	64448011	64455404	PPIB	0	.	64448011	64455404	200,55,200	18.75%	0.438415381
chr15	64457716	64648442	CSNK1G1	0	.	64457716	64648442	255,0,255	9.11%	0.679298986
chr15	64657193	64679886	KIAA0101	0	.	64657193	64679886	175,80,175	26.15%	0.320206567
chr15	64679947	64747502	TRIP4	0	.	64679947	64747502	200,55,200	18.24%	0.44788566
chr15	64752941	64978264	ZNF609	0	.	64752941	64978264	200,55,200	13.28%	0.562142849
chr15	64979772	64995480	OAZ2	0	.	64979772	64995480	200,55,200	11.64%	0.605243113
chr15	65032091	65067786	RBPMS2	0	.	65032091	65067786	100,155,100	50.7%	0.102450401
chr15	65107831	65117867	PIF1	0	.	65107831	65117867	150,105,150	33.51%	0.2282276
chr15	65134088	65160206	PLEKHO2	0	.	65134088	65160206	75,180,75	64.59%	0.043768933
chr15	65204101	65251042	ANKDD1A	0	.	65204101	65251042	50,205,50	73.92%	0.020521915
chr15	65255362	65282648	SPG21	0	.	65255362	65282648	200,55,200	18.22%	0.448315112
chr15	65294845	65321977	MTFMT	0	.	65294845	65321977	75,180,75	64.66%	0.043528199
chr15	65337708	65345734	SLC51B	0	.	65337708	65345734	25,230,25	88.21%	0.0032589
chr15	65345679	65369028	RASL12	0	.	65345679	65369028	125,130,125	43.78%	0.144637043
